accession	genome	Source	GC_pct	completeness	contamination	checkM2.completeness	checkM2.contamination	primary_cluster	secondary_cluster	length	N50	gtdb_taxonomy	ncbi_isolation_source	ncbi_genome_category	gtdb_representative	ncbi_refseq_category	MAG_source	fBAPS_l1	fBAPS_l2	Study	Age_BP	Continent	Country	sample_host	classification	Host	GUNC.n_contigs	checkM.N50_contigs	QUAL
	SRS4625232.bin.r.2	oral		85.86	1.42			193	193_1	1429729	10508	g__Eubacterium_B;s__					Ancient			Ozga2019	100	Africa	Tanzania	Pan		Chimpanzee			
	SRS4625234.bin.r.6	oral		73.78	2.27			193	193_1	1143260	4131	g__Eubacterium_B;s__					Ancient			Ozga2019	100	Africa	Tanzania	Pan		Chimpanzee			
	SRS4625236.bin.r.2	oral		59.2	0.38			193	193_1	895206	2008	g__Eubacterium_B;s__					Ancient			Ozga2019	100	Africa	Tanzania	Pan		Chimpanzee			
	SRS4625240.bin.r.2	oral		66.46	3.43			193	193_1	1034894	2618	g__Eubacterium_B;s__					Ancient			Ozga2019	100	Africa	Tanzania	Pan		Chimpanzee			
	SRS4625244.bin.r.4	oral		59.27	0.45			193	193_1	850713	2958	g__Eubacterium_B;s__					Ancient			Ozga2019	100	Africa	Tanzania	Pan		Chimpanzee			
	SRS4625245.bin.r.8	oral		81.95	3.78			193	193_1	1317208	5873	g__Eubacterium_B;s__					Ancient			Ozga2019	100	Africa	Tanzania	Pan		Chimpanzee			
	SRS4625246.bin.r.15	oral		65.02	1.44			193	193_1	1000059	2429	g__Eubacterium_B;s__					Ancient			Ozga2019	100	Africa	Tanzania	Pan		Chimpanzee			
	SRS4625250.bin.r.2	oral		76.34	2.36			193	193_1	1261475	4155	g__Eubacterium_B;s__					Ancient			Ozga2019	100	Africa	Tanzania	Pan		Chimpanzee			
	CMC010.B.bin.r.71	oral		89.18	0.73			194	194_1	1354957	6616	g__Eubacterium_B;s__					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	CMC011.B.bin.r.7	oral		65.94	1.56			194	194_1	994341	2652	g__Eubacterium_B;s__					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	CMC016.B.bin.r.87	oral		91.84	1.42			194	194_1	1477590	12528	g__Eubacterium_B;s__					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	CMC018.B.bin.r.145	oral		95.04	0			194	194_1	1667248	47575	g__Eubacterium_B;s__					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	CMC022.B.bin.r.29	oral		94.68	0.71			194	194_1	1755952	88248	g__Eubacterium_B;s__					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	CMC023.A.bin.r.65	oral		89.24	0.71			194	194_1	1413894	10573	g__Eubacterium_B;s__					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	CMC024.B.bin.r.92	oral		96.81	0			194	194_1	1653068	63396	g__Eubacterium_B;s__					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	CMC026.B.bin.r.78	oral		94.56	0			194	194_1	1437504	25769	g__Eubacterium_B;s__					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	CMC035.B.bin.r.103	oral		93.26	0			194	194_1	1607154	82633	g__Eubacterium_B;s__					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	CMC038.B.bin.r.17	oral		96.45	0			194	194_1	1639527	51149	g__Eubacterium_B;s__					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	ERS11702770.bin.r.11	oral		76.42	0.18			194	194_1	1156877	5369	g__Eubacterium_B;s__					Ancient			Velsko2022	200	Europe	The Netherlands	Homo		Human			
	ERS11702776.bin.r.12	oral		61.34	1.77			194	194_1	885667	2018	g__Eubacterium_B;s__					Ancient			Velsko2022	200	Europe	The Netherlands	Homo		Human			
	ERS11702787.bin.r.9	oral		95.39	0.47			194	194_1	1562873	27611	g__Eubacterium_B;s__					Ancient			Velsko2022	200	Europe	The Netherlands	Homo		Human			
	ERS11702801.bin.r.3	oral		78.78	0			194	194_1	1223990	5578	g__Eubacterium_B;s__					Ancient			Velsko2022	200	Europe	The Netherlands	Homo		Human			
	ERS11702805.bin.r.3	oral		93.71	0			194	194_1	1576787	23202	g__Eubacterium_B;s__					Ancient			Velsko2022	200	Europe	The Netherlands	Homo		Human			
	ERS2985743.bin.r.7	oral		66.62	1.34			194	194_1	1060935	2850	g__Eubacterium_B;s__					Ancient			Velsko2019	200	Europe	England	Homo		Human			
	ERS2985750.bin.r.23	oral		91.61	2.36			194	194_1	1573946	15745	g__Eubacterium_B;s__					Ancient			Velsko2019	200	Europe	England	Homo		Human			
	ERS2985754.bin.r.7	oral		61.27	0.73			194	194_1	1006112	2285	g__Eubacterium_B;s__					Ancient			Velsko2019	200	Europe	England	Homo		Human			
	ERS2985756.bin.r.6	oral		78	1.89			194	194_1	1131614	5465	g__Eubacterium_B;s__					Ancient			Velsko2019	200	Europe	England	Homo		Human			
	ERS2985770.bin.r.3	oral		85.27	1.06			194	194_1	1349975	5059	g__Eubacterium_B;s__					Ancient			Velsko2019	200	Europe	England	Homo		Human			
	ERS2985773.bin.r.9	oral		66.59	1.3			194	194_1	1066128	3237	g__Eubacterium_B;s__					Ancient			Velsko2019	200	Europe	England	Homo		Human			
	ERS2985775.bin.r.3	oral		54.29	0.02			194	194_1	798850	3243	g__Eubacterium_B;s__					Ancient			Velsko2019	200	Europe	England	Homo		Human			
	ERS2985776.bin.r.8	oral		75.02	1.65			194	194_1	1236693	2629	g__Eubacterium_B;s__					Ancient			Velsko2019	200	Europe	England	Homo		Human			
	ERS2985784.bin.r.8	oral		53.77	2.13			194	194_1	838365	1970	g__Eubacterium_B;s__					Ancient			Velsko2019	200	Europe	England	Homo		Human			
	ERS3395767.bin.r.1	oral		86.41	1.42			194	194_1	1173201	3941	g__Eubacterium_B;s__					Modern			Velsko2019	7	Europe	Spain	Homo		Human			
	ERS3395768.bin.r.16	oral		86.68	2.17			194	194_1	1153128	3519	g__Eubacterium_B;s__					Modern			Velsko2019	7	Europe	Spain	Homo		Human			
	ERS3395773.bin.r.6	oral		96.45	0.71			194	194_1	1657506	47989	g__Eubacterium_B;s__					Modern			Velsko2019	7	Europe	Spain	Homo		Human			
	ERS3774484.bin.r.3	oral		74.92	2.13			194	194_1	1063093	4607	g__Eubacterium_B;s__					Ancient			FellowsYates2021-humanaDNA	200	Africa	South Africa	Homo		Human			
	ERS3774485.bin.r.5	oral		95.04	0			194	194_1	1546215	28446	g__Eubacterium_B;s__					Modern			FellowsYates2021	7	Europe	Spain	Homo		Human			
	ERS3774489.bin.r.28	oral		96.1	0.71			194	194_1	1608647	29300	g__Eubacterium_B;s__					Modern			FellowsYates2021	7	Europe	Spain	Homo		Human			
	ERS4042406.bin.r.26	oral		94.68	0.71			194	194_1	1546645	36696	g__Eubacterium_B;s__					Ancient			Fagernas2020	1500	Europe	Great Britain	Homo		Human			
	ERS4042427.bin.r.10	oral		79.06	1.84			194	194_1	1132133	4678	g__Eubacterium_B;s__					Ancient			Fagernas2020	1100	Europe	Spain	Homo		Human			
	ERS6636154.bin.r.6	oral		57.38	1.42			194	194_1	930354	2118	g__Eubacterium_B;s__					Ancient			Fagernas2022	4700	Europe	Spain	Homo		Human			
	ERSX0002001.bin.r.56	oral		96.81	0			194	194_1	1689259	57886	g__Eubacterium_B;s__					Ancient			RIII2023	700	Europe	Great Britain	Homo		Human			
	ERSX0003002.bin.r.43	oral		85.75	2.03			194	194_1	1463019	27235	g__Eubacterium_B;s__					Ancient			SMH2023	700	Europe	Germany	Homo		Human			
	ERSX0003003.bin.r.33	oral		95.39	0			194	194_1	1624403	60342	g__Eubacterium_B;s__					Ancient			SMH2023	700	Europe	Germany	Homo		Human			
	ERSX0004003.bin.r.8	oral		94.33	0			194	194_1	1702905	34070	g__Eubacterium_B;s__					Ancient			PacificCalculus	350	Oceania	Rapa_Nui	Homo		Human			
	ERSX0004004.bin.r.10	oral		89.25	4.31			194	194_1	1364572	7798	g__Eubacterium_B;s__					Ancient			PacificCalculus	350	Oceania	Rapa_Nui	Homo		Human			
	ERSX0004009.bin.r.4	oral		83.37	2.01			194	194_1	1241564	3901	g__Eubacterium_B;s__					Ancient			PacificCalculus	350	Oceania	Rapa_Nui	Homo		Human			
	ERSX0004011.bin.r.7	oral		93.26	0.24			194	194_1	1486235	21455	g__Eubacterium_B;s__					Ancient			PacificCalculus	350	Oceania	Rapa_Nui	Homo		Human			
	ERSX0004012.bin.r.3	oral		94.11	0			194	194_1	1688882	58219	g__Eubacterium_B;s__					Ancient			PacificCalculus	350	Oceania	Rapa_Nui	Homo		Human			
	ERSX0004013.bin.r.3	oral		91.73	0.71			194	194_1	1602919	23903	g__Eubacterium_B;s__					Ancient			PacificCalculus	350	Oceania	Rapa_Nui	Homo		Human			
	ERSX0004014.bin.r.2	oral		90.9	0.24			194	194_1	1491350	23041	g__Eubacterium_B;s__					Ancient			PacificCalculus	350	Oceania	Rapa_Nui	Homo		Human			
	ERSX0004015.bin.r.3	oral		95.39	0			194	194_1	1661251	76968	g__Eubacterium_B;s__					Ancient			PacificCalculus	350	Oceania	Rapa_Nui	Homo		Human			
	ERSX0004016.bin.r.4	oral		69.03	0.66			194	194_1	909090	2372	g__Eubacterium_B;s__					Ancient			PacificCalculus	350	Oceania	Rapa_Nui	Homo		Human			
	ERSX0004019.bin.r.2	oral		74.03	1.91			194	194_1	1158766	2973	g__Eubacterium_B;s__					Ancient			PacificCalculus	140	Oceania	Efate	Homo		Human			
	ERSX0004070.bin.r.7	oral		79.35	0.66			194	194_1	1167193	3157	g__Eubacterium_B;s__					Ancient			PacificCalculus	485	Oceania	Taumako_Duff_Islands	Homo		Human			
	ERSX0004073.bin.r.5	oral		94.5	0			194	194_1	1618118	17980	g__Eubacterium_B;s__					Ancient			PacificCalculus	485	Oceania	Taumako_Duff_Islands	Homo		Human			
	SRS15300787.bin.r.22	oral		66.49	1.31			194	194_1	907784	2526	g__Eubacterium_B;s__					Ancient			Honap2023	700	North America	USA	Homo		Human			
	SRS15300800.bin.r.9	oral		92.21	0			194	194_1	1674014	24441	g__Eubacterium_B;s__					Ancient			Honap2023	700	North America	USA	Homo		Human			
	SRS15300801.bin.r.2	oral		89.2	1.65			194	194_1	1458419	8809	g__Eubacterium_B;s__					Ancient			Honap2023	700	North America	USA	Homo		Human			
	SRS3078156.bin.r.1	oral		62.54	1.72			194	194_1	933537	2101	g__Eubacterium_B;s__					Ancient			Mann2018	1000	Europe	Ireland	Homo		Human			
	SRS473746.bin.r.32	oral		91.33	1.6			194	194_1	1664917	29449	g__Eubacterium_B;s__					Ancient			Warinner2014	900	Europe	Germany	Homo		Human			
	SRS6212654.bin.r.6	oral		50.15	1.06			194	194_1	694646	1781	g__Eubacterium_B;s__					Ancient			Eisenhofer2020	230	Asia	Japan	Homo		Human			
	ERS12516970.bin.r.9	oral		69.67	0.35			194	194_2	1071544	3102	g__Eubacterium_B;s__					Modern			Pedro2022	7	Oceania	Papua New Guinea	Homo		Human			
GCA_904420065.1	GCA_904420065.1_Coassembly_mag_253_genomic	environmental	49.0895412889668	99.29	0			195	195_1	2412630	67328	g__Emergencia;s__Emergencia sp904420065	metagenome	derived from metagenome	t	na	NCBI MAG												
GCA_905207805.1	GCA_905207805.1_ERR414317-mag-bin.2_genomic	gut	49.2728627773284	76.67	1.29			195	195_1	2075743	6949	g__Emergencia;s__Emergencia sp904420065	human gut	derived from metagenome	f	na	NCBI MAG												
GCA_930990445.1	GCA_930990445.1_ERR3414573_bin.35_metaWRAP_v1.1_MAG_genomic	gut	49.3480788531451	84.73	0.24			195	195_1	2036596	10091	g__Emergencia;s__Emergencia sp904420065	chicken gut metagenome	derived from metagenome	f	na	NCBI MAG												
GCA_944388455.1	GCA_944388455.1_E13_bin209_genomic	gut	49.1166408507967	85.2	0.04			195	195_1	2147258	11010	g__Emergencia;s__Emergencia sp904420065	chicken caecal content	derived from metagenome	f	na	NCBI MAG												
GCA_944388465.1	GCA_944388465.1_E08_bin178_genomic	gut	50.5121356570174	93.33	3.98			196	196_0	2104130	11879	g__Emergencia;s__Emergencia sp944388465	chicken caecal content	derived from metagenome	t	na	NCBI MAG												
GCA_934246915.1	GCA_934246915.1_ERR7738173_bin.56_genomic	gut	49.8004162275139	98.23	0.71			197	197_1	2239160	70165	g__Lentihominibacter;s__Lentihominibacter sp934281605	human feces	derived from metagenome	f	na	NCBI MAG												
GCA_934281605.1	GCA_934281605.1_ERR7746048_bin.272_genomic	gut	49.8373148714568	97.52	0			197	197_2	2215015	204735	g__Lentihominibacter;s__Lentihominibacter sp934281605	human feces	derived from metagenome	t	na	NCBI MAG												
GCA_934292945.1	GCA_934292945.1_ERR7745975_bin.78_genomic	gut	49.9696559276526	97.52	0			197	197_3	2140451	175027	g__Lentihominibacter;s__Lentihominibacter sp934281605	human feces	derived from metagenome	f	na	NCBI MAG												
GCA_019420675.1	GCA_019420675.1_ASM1942067v1_genomic	gut	50.1330043581315	97.52	1.06			197	197_4	2195407	33288	g__Lentihominibacter;s__Lentihominibacter sp934281605	feces	derived from metagenome	f	na	NCBI isolate												
GCA_022769065.1	GCA_022769065.1_ASM2276906v1_genomic	gut	50.2875667202413	98.23	0.71			197	197_5	2015880	41824	g__Lentihominibacter;s__Lentihominibacter sp934281605	feces	derived from metagenome	f	na	NCBI isolate												
GCA_023408195.1	GCA_023408195.1_ASM2340819v1_genomic	gut	48.3131902961616	77.59	1.72			198	198_1	1534939	12190	g__Lentihominibacter;s__Lentihominibacter faecis	feces	derived from metagenome	f	na	NCBI isolate												
GCA_900758185.1	GCA_900758185.1_ERS608488_58_genomic	gut	47.8016290131424	70.22	0.71			198	198_2	1706923	6326	g__Lentihominibacter;s__Lentihominibacter faecis	human stool	derived from metagenome	f	na	NCBI MAG												
GCA_934247095.1	GCA_934247095.1_ERR7738620_bin.84_genomic	gut	47.3544921191527	92.55	0			198	198_3	2071795	112566	g__Lentihominibacter;s__Lentihominibacter faecis	human feces	derived from metagenome	f	na	NCBI MAG												
GCA_900549125.1	GCA_900549125.1_UMGS1157_genomic	gut	47.7662390190966	90.43	1.51			198	198_4	1918558	13793	g__Lentihominibacter;s__Lentihominibacter faecis	human gut	derived from environmental sample	f	na	NCBI MAG												
GCA_934281615.1	GCA_934281615.1_ERR7739005_bin.154_genomic	gut	48.6825273961459	79.3	1.24			198	198_5	1468911	6000	g__Lentihominibacter;s__Lentihominibacter faecis	human feces	derived from metagenome	f	na	NCBI MAG												
GCA_905209145.1	GCA_905209145.1_ERR1600645-mag-bin.74_genomic	gut	47.3933639837039	97.12	0			198	198_6	2005631	46220	g__Lentihominibacter;s__Lentihominibacter faecis	human gut	derived from metagenome	f	na	NCBI MAG												
GCF_014306095.1	GCF_014306095.1_ASM1430609v1_genomic	gut	47.6025695678255	94.29	1.65			198	198_7	2097162	23786	g__Lentihominibacter;s__Lentihominibacter faecis	feces	none	t	na	NCBI isolate												
GCA_934255415.1	GCA_934255415.1_ERR7745994_bin.329_genomic	gut	47.8047099548884	98.23	0			198	198_8	2034287	137167	g__Lentihominibacter;s__Lentihominibacter faecis	human feces	derived from metagenome	f	na	NCBI MAG												
GCA_934256655.1	GCA_934256655.1_ERR7745594_bin.119_genomic	gut	47.3490850350359	97.52	0			198	198_9	2202598	133697	g__Lentihominibacter;s__Lentihominibacter faecis	human feces	derived from metagenome	f	na	NCBI MAG												
GCA_902803725.1	GCA_902803725.1_Rumen_uncultured_genome_RUG14908_genomic	gut	44.9388069280835	80.65	3.43			199	199_0	1360203	6304	g__UBA3738;s__UBA3738 sp902803725	cattle rumen	derived from metagenome	t	na	NCBI MAG												
	ERS11702751.bin.r.5	oral		76.67	1.06			200	200_1	1032143	3857	g__;s__					Ancient			Velsko2022	200	Europe	The Netherlands	Homo		Human			
	ERS3395772.bin.r.14	oral		57.76	4.08			200	200_1	712727	3187	g__;s__					Modern			Velsko2019	7	Europe	Spain	Homo		Human			
	ERS11702728.bin.r.5	oral		97.87	2.84			201	201_1	1540235	28767	g__;s__					Ancient			Velsko2022	200	Europe	Spain	Homo		Human			
	ERS2985785.bin.r.1	oral		98.58	3.92			201	201_1	1593170	19182	g__;s__					Ancient			Velsko2019	200	Europe	England	Homo		Human			
	ERS6205394.bin.r.4	oral		99.29	3.14			201	201_1	1400013	12105	g__;s__					Ancient			Granehall2021	1300	Europe	Italy	Homo		Human			
	ERS6636085.bin.r.7	oral		96.45	0			201	201_1	1380975	22884	g__;s__					Ancient			Fagernas2022	4700	Europe	Spain	Homo		Human			
	ERS6636099.bin.r.5	oral		89.75	4.87			201	201_1	1246866	11140	g__;s__					Ancient			Fagernas2022	4700	Europe	Spain	Homo		Human			
	ERS6636154.bin.r.8	oral		56.12	0.35			201	201_1	561492	2661	g__;s__					Ancient			Fagernas2022	4700	Europe	Spain	Homo		Human			
	ERSX0003001.bin.r.34	oral		69.81	2.13			201	201_1	954869	2629	g__UBA3738;s__					Ancient			SMH2023	700	Europe	Germany	Homo		Human			
	ERSX0003002.bin.r.32	oral		98.58	1.42			201	201_1	1390756	30907	g__;s__					Ancient			SMH2023	700	Europe	Germany	Homo		Human			
	ERSX0003003.bin.r.22	oral		96.45	0.71			201	201_1	1421699	28479	g__;s__					Ancient			SMH2023	700	Europe	Germany	Homo		Human			
	ERSX0004083.bin.r.5	oral		77.99	0.95			201	201_2	1035090	4520	g__;s__					Ancient			PacificCalculus	1500	Oceania	Viti_Levu	Homo		Human			
	ERSX0004085.bin.r.6	oral		81.25	0.8			201	201_2	976879	2227	g__UBA3738;s__					Ancient			PacificCalculus	1500	Oceania	Viti_Levu	Homo		Human			
	CMC023.A.bin.r.74	oral		55.99	0.35			201	201_3	623396	3150	g__UBA3738;s__					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	CMC038.A.bin.r.88	oral		91.84	2.13			201	201_3	1350408	22931	g__;s__					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	CMC038.B.bin.r.32	oral		92.91	0			201	201_3	1223300	17313	g__;s__					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	ERS11702723.bin.r.6	oral		73.69	1.09			201	201_3	898292	2263	g__;s__					Ancient			Velsko2022	200	Europe	Spain	Homo		Human			
	ERS11702724.bin.r.6	oral		97.16	0.71			201	201_3	1326647	8728	g__;s__					Ancient			Velsko2022	200	Europe	Spain	Homo		Human			
	ERS11702729.bin.r.6	oral		79.39	2.52			201	201_3	1063758	2652	g__UBA3738;s__					Ancient			Velsko2022	500	Europe	Spain	Homo		Human			
	ERS11702747.bin.r.9	oral		98.58	0			201	201_3	1528155	34344	g__;s__					Ancient			Velsko2022	200	Europe	The Netherlands	Homo		Human			
	ERS11702749.bin.r.4	oral		95.74	2.84			201	201_3	1409190	11432	g__;s__					Ancient			Velsko2022	200	Europe	The Netherlands	Homo		Human			
	ERS11702750.bin.r.3	oral		92.85	3.38			201	201_3	1272536	6156	g__;s__					Ancient			Velsko2022	200	Europe	The Netherlands	Homo		Human			
	ERS11702763.bin.r.3	oral		95.39	3.07			201	201_3	1359283	11505	g__;s__					Ancient			Velsko2022	200	Europe	The Netherlands	Homo		Human			
	ERS11702765.bin.r.1	oral		80.66	4.01			201	201_3	1146407	2911	g__;s__					Ancient			Velsko2022	200	Europe	The Netherlands	Homo		Human			
	ERS11702768.bin.r.4	oral		92.84	4.87			201	201_3	1318944	12639	g__;s__					Ancient			Velsko2022	200	Europe	The Netherlands	Homo		Human			
	ERS11702769.bin.r.6	oral		92.38	0.71			201	201_3	1235971	9933	g__;s__					Ancient			Velsko2022	200	Europe	The Netherlands	Homo		Human			
	ERS11702770.bin.r.2	oral		97.87	0.71			201	201_3	1422287	72366	g__;s__					Ancient			Velsko2022	200	Europe	The Netherlands	Homo		Human			
	ERS11702772.bin.r.6	oral		94.28	0			201	201_3	1328043	11936	g__;s__					Ancient			Velsko2022	200	Europe	The Netherlands	Homo		Human			
	ERS11702780.bin.r.12	oral		71.56	1.15			201	201_3	944167	2561	g__;s__					Ancient			Velsko2022	200	Europe	The Netherlands	Homo		Human			
	ERS11702792.bin.r.1	oral		94.18	0			201	201_3	1451950	18447	g__;s__					Ancient			Velsko2022	200	Europe	The Netherlands	Homo		Human			
	ERS11702793.bin.r.3	oral		89.4	2.43			201	201_3	1184094	5443	g__;s__					Ancient			Velsko2022	200	Europe	The Netherlands	Homo		Human			
	ERS11702799.bin.r.3	oral		97.87	0			201	201_3	1401297	44390	g__;s__					Ancient			Velsko2022	200	Europe	The Netherlands	Homo		Human			
	ERS11702800.bin.r.1	oral		89.74	2.33			201	201_3	1215663	4081	g__;s__					Ancient			Velsko2022	200	Europe	The Netherlands	Homo		Human			
	ERS11702802.bin.r.3	oral		97.87	0			201	201_3	1385677	20871	g__;s__					Ancient			Velsko2022	200	Europe	The Netherlands	Homo		Human			
	ERS11702804.bin.r.3	oral		97.87	0.95			201	201_3	1466868	22266	g__;s__					Ancient			Velsko2022	200	Europe	The Netherlands	Homo		Human			
	ERS11702808.bin.r.2	oral		95.74	0.95			201	201_3	1387168	12561	g__;s__					Ancient			Velsko2022	200	Europe	The Netherlands	Homo		Human			
	ERS11702809.bin.r.1	oral		98.58	4.26			201	201_3	1458055	35314	g__;s__					Ancient			Velsko2022	200	Europe	The Netherlands	Homo		Human			
	ERS11702814.bin.r.1	oral		98.58	0			201	201_3	1528838	38142	g__;s__					Ancient			Velsko2022	200	Europe	The Netherlands	Homo		Human			
	ERS2985743.bin.r.4	oral		98.43	1.77			201	201_3	1533958	42427	g__;s__					Ancient			Velsko2019	200	Europe	England	Homo		Human			
	ERS2985744.bin.r.4	oral		98.58	0			201	201_3	1557413	48163	g__;s__					Ancient			Velsko2019	200	Europe	England	Homo		Human			
	ERS2985748.bin.r.9	oral		96.45	0			201	201_3	1471457	42151	g__;s__					Ancient			Velsko2019	200	Europe	England	Homo		Human			
	ERS2985749.bin.r.2	oral		84.71	3.21			201	201_3	1268425	6424	g__;s__					Ancient			Velsko2019	200	Europe	England	Homo		Human			
	ERS2985751.bin.r.1	oral		97.64	0.97			201	201_3	1449898	23288	g__;s__					Ancient			Velsko2019	200	Europe	England	Homo		Human			
	ERS2985760.bin.r.2	oral		97.87	2.48			201	201_3	1544653	39405	g__;s__					Ancient			Velsko2019	200	Europe	England	Homo		Human			
	ERS2985761.bin.r.4	oral		78.4	3.78			201	201_3	1101724	3836	g__;s__					Ancient			Velsko2019	200	Europe	England	Homo		Human			
	ERS2985763.bin.r.1	oral		62.65	1.06			201	201_3	844218	2904	g__UBA3738;s__					Ancient			Velsko2019	200	Europe	England	Homo		Human			
	ERS2985766.bin.r.1	oral		98.4	3.9			201	201_3	1511174	46109	g__;s__					Ancient			Velsko2019	200	Europe	England	Homo		Human			
	ERS2985770.bin.r.1	oral		98.23	0.02			201	201_3	1586516	48970	g__;s__					Ancient			Velsko2019	200	Europe	England	Homo		Human			
	ERS2985775.bin.r.13	oral		98.28	6.9			201	201_3	1660603	48507	g__;s__					Ancient			Velsko2019	200	Europe	England	Homo		Human			
	ERS2985777.bin.r.3	oral		95.25	2.84			201	201_3	1465134	48908	g__;s__					Ancient			Velsko2019	200	Europe	England	Homo		Human			
	ERS2985780.bin.r.4	oral		99.29	0			201	201_3	1549386	47420	g__;s__					Ancient			Velsko2019	200	Europe	England	Homo		Human			
	ERS2985784.bin.r.4	oral		98.58	4.75			201	201_3	1484683	31715	g__;s__					Ancient			Velsko2019	200	Europe	England	Homo		Human			
	ERS3395773.bin.r.36	oral		83.22	1.42			201	201_3	1015970	4225	g__;s__					Modern			Velsko2019	7	Europe	Spain	Homo		Human			
	ERS3636092.bin.r.4	oral		90.57	0.02			201	201_3	1172306	7984	g__;s__					Ancient			Neukamm2020	4000	Africa	Egypt	Homo		Human			
	ERS4042406.bin.r.5	oral		86.64	0			201	201_3	1157310	6091	g__;s__					Ancient			Fagernas2020	1500	Europe	Great Britain	Homo		Human			
	ERS4042427.bin.r.13	oral		94.33	0.71			201	201_3	1251833	13379	g__;s__					Ancient			Fagernas2020	1100	Europe	Spain	Homo		Human			
	ERS6205387.bin.r.2	oral		83.71	0.71			201	201_3	1080295	3813	g__;s__					Ancient			Granehall2021	4800	Europe	Italy	Homo		Human			
	ERS6205391.bin.r.7	oral		98.58	3.55			201	201_3	1541069	39681	g__;s__					Ancient			Granehall2021	1300	Europe	Italy	Homo		Human			
	ERS6205395.bin.r.4	oral		93.97	0.24			201	201_3	1418186	26578	g__;s__					Ancient			Granehall2021	1300	Europe	Italy	Homo		Human			
	ERS6205397.bin.r.5	oral		94.68	1.8			201	201_3	1328367	15720	g__;s__					Ancient			Granehall2021	1300	Europe	Italy	Homo		Human			
	ERS6205398.bin.r.7	oral		96.81	0.14			201	201_3	1360301	27353	g__;s__					Ancient			Granehall2021	1300	Europe	Italy	Homo		Human			
	ERS6205399.bin.r.12	oral		90.46	3.43			201	201_3	1216658	7092	g__UBA3738;s__					Ancient			Granehall2021	1300	Europe	Italy	Homo		Human			
	ERS6256688.bin.r.9	oral		96.08	0			201	201_3	1348187	17580	g__;s__					Ancient			Ottoni2021	400	Europe	Serbia	Homo		Human			
	ERS6256699.bin.r.11	oral		85.43	2.84			201	201_3	1153660	9522	g__;s__					Ancient			Ottoni2021	7000	Europe	Serbia	Homo		Human			
	ERSX0002001.bin.r.37	oral		75.53	2.84			201	201_3	1248746	50839	g__;s__					Ancient			RIII2023	700	Europe	Great Britain	Homo		Human			
	SRS15300801.bin.r.9	oral		96.81	1.13			201	201_3	1312025	19633	g__;s__					Ancient			Honap2023	700	North America	USA	Homo		Human			
	SRS15300811.bin.r.5	oral		97.87	0.71			201	201_3	1480103	28245	g__;s__					Ancient			Honap2023	700	North America	USA	Homo		Human			
	SRS4625245.bin.r.14	oral		81.23	0.85			201	201_3	987957	4575	g__;s__					Ancient			Ozga2019	100	Africa	Tanzania	Pan		Chimpanzee			
	SRS473746.bin.r.30	oral		87.94	0			201	201_3	1341362	53365	g__;s__					Ancient			Warinner2014	900	Europe	Germany	Homo		Human			
	SRS6212649.bin.r.4	oral		98.56	0.89			201	201_3	1361364	26488	g__;s__					Ancient			Eisenhofer2020	230	Asia	Japan	Homo		Human			
	SRS6212652.bin.r.5	oral		50.19	0			201	201_3	588460	2345	g__UBA3738;s__					Ancient			Eisenhofer2020	230	Asia	Japan	Homo		Human			
	SRS6212654.bin.r.3	oral		92.32	1.42			201	201_3	1260369	10463	g__;s__					Ancient			Eisenhofer2020	230	Asia	Japan	Homo		Human			
	SRS6212655.bin.r.3	oral		97.3	0			201	201_3	1439453	24084	g__;s__					Ancient			Eisenhofer2020	230	Asia	Japan	Homo		Human			
	SRS6212660.bin.r.1	oral		96.81	0.35			201	201_3	1388253	26117	g__;s__					Ancient			Eisenhofer2020	230	Asia	Japan	Homo		Human			
	SRS6212663.bin.r.9	oral		96.45	1.42			201	201_3	1515577	50243	g__;s__					Ancient			Eisenhofer2020	230	Asia	Japan	Homo		Human			
	SRS7967572.bin.r.1	oral		92.03	3.22			201	201_3	1387040	9441	g__;s__					Ancient			Farrer2021	800	Europe	United Kingdom	Homo		Human			
	SRS7967575.bin.r.1	oral		77.48	4.86			201	201_3	1149852	3982	g__;s__					Ancient			Farrer2021	800	Europe	United Kingdom	Homo		Human			
	ERS11702734.bin.r.2	oral		51.98	7.9			202	202_0	679584	1423	g__;s__					Ancient			Velsko2022	900	Europe	Spain	Homo		Human			
GCA_003343965.1	GCA_003343965.1_ASM334396v1_genomic	gut	44.094850894234	85.39	12.77			203	203_1	1830559	24850	g__QAKD01;s__QAKD01 sp003343965	feces	derived from metagenome	f	na	NCBI isolate												
