genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
ERS11702784.bin.r.5.fa,150_82,0.010000000000000009,average,ANImf,150
SRS3078156.bin.r.8.fa,150_83,0.010000000000000009,average,ANImf,150
ERS11702768.bin.r.5.fa,150_84,0.010000000000000009,average,ANImf,150
ERS2985776.bin.r.9.fa,150_85,0.010000000000000009,average,ANImf,150
ERS2985742.bin.r.5.fa,150_86,0.010000000000000009,average,ANImf,150
ERS11702770.bin.r.14.fa,150_87,0.010000000000000009,average,ANImf,150
ERS11702757.bin.r.3.fa,150_88,0.010000000000000009,average,ANImf,150
ERS2985754.bin.r.6.fa,150_89,0.010000000000000009,average,ANImf,150
ERS2985770.bin.r.17.fa,150_90,0.010000000000000009,average,ANImf,150
ERS11702789.bin.r.4.fa,150_91,0.010000000000000009,average,ANImf,150
ERS2985775.bin.r.11.fa,150_92,0.010000000000000009,average,ANImf,150
ERS3636092.bin.r.7.fa,150_93,0.010000000000000009,average,ANImf,150
ERS11702776.bin.r.13.fa,150_94,0.010000000000000009,average,ANImf,150
ERS11702812.bin.r.6.fa,150_95,0.010000000000000009,average,ANImf,150
ERSX0002001.bin.r.52.fa,150_96,0.010000000000000009,average,ANImf,150
ERS2985750.bin.r.5.fa,150_97,0.010000000000000009,average,ANImf,150
ERS2985784.bin.r.3.fa,150_98,0.010000000000000009,average,ANImf,150
ERS11702738.bin.r.7.fa,150_99,0.010000000000000009,average,ANImf,150
ERS3774484.bin.r.6.fa,150_100,0.010000000000000009,average,ANImf,150
ERS6205395.bin.r.11.fa,150_101,0.010000000000000009,average,ANImf,150
ERS6205391.bin.r.3.fa,150_102,0.010000000000000009,average,ANImf,150
ERS3774481.bin.r.2.fa,150_103,0.010000000000000009,average,ANImf,150
ERS2985774.bin.r.6.fa,150_104,0.010000000000000009,average,ANImf,150
ERS11702775.bin.r.5.fa,150_105,0.010000000000000009,average,ANImf,150
ERS2985748.bin.r.10.fa,150_106,0.010000000000000009,average,ANImf,150
ERS2985760.bin.r.5.fa,150_107,0.010000000000000009,average,ANImf,150
ERS3774485.bin.r.33.fa,150_108,0.010000000000000009,average,ANImf,150
ERS2985759.bin.r.1.fa,150_109,0.010000000000000009,average,ANImf,150
SRS3078163.bin.r.7.fa,150_110,0.010000000000000009,average,ANImf,150
ERS6256713.bin.r.6.fa,150_111,0.010000000000000009,average,ANImf,150
ERS4042423.bin.r.3.fa,150_112,0.010000000000000009,average,ANImf,150
ERS11702732.bin.r.10.fa,150_113,0.010000000000000009,average,ANImf,150
ERS4042431.bin.r.9.fa,150_114,0.010000000000000009,average,ANImf,150
ERSX0004108.bin.r.1.fa,150_115,0.010000000000000009,average,ANImf,150
CM_periimplantitis__SP_264SPI_T016__bin.11.fa,150_116,0.010000000000000009,average,ANImf,150
ERS3774489.bin.r.16.fa,150_117,0.010000000000000009,average,ANImf,150
SRS6212655.bin.r.2.fa,150_118,0.010000000000000009,average,ANImf,150
SRS3078195.bin.r.8.fa,150_119,0.010000000000000009,average,ANImf,150
SRS6212661.bin.r.3.fa,150_120,0.010000000000000009,average,ANImf,150
ERSX0004059.bin.r.4.fa,150_121,0.010000000000000009,average,ANImf,150
ERSX0004075.bin.r.4.fa,150_122,0.010000000000000009,average,ANImf,150
ERS3774465.bin.r.4.fa,150_123,0.010000000000000009,average,ANImf,150
ERS3774448.bin.r.6.fa,150_124,0.010000000000000009,average,ANImf,150
ERS6256700.bin.r.6.fa,150_125,0.010000000000000009,average,ANImf,150
SRS3078181.bin.r.12.fa,150_126,0.010000000000000009,average,ANImf,150
ERS3774470.bin.r.1.fa,150_127,0.010000000000000009,average,ANImf,150
ERS3774441.bin.r.19.fa,150_128,0.010000000000000009,average,ANImf,150
SRS15300796.bin.r.4.fa,150_129,0.010000000000000009,average,ANImf,150
SRS15300801.bin.r.11.fa,150_129,0.010000000000000009,average,ANImf,150
SRS15300803.bin.r.10.fa,150_129,0.010000000000000009,average,ANImf,150
SRS15300794.bin.r.10.fa,150_130,0.010000000000000009,average,ANImf,150
SRS15300791.bin.r.4.fa,150_131,0.010000000000000009,average,ANImf,150
SRS15300802.bin.r.19.fa,150_132,0.010000000000000009,average,ANImf,150
SRS15300805.bin.r.23.fa,150_133,0.010000000000000009,average,ANImf,150
SRS15300787.bin.r.14.fa,150_134,0.010000000000000009,average,ANImf,150
SRS15300788.bin.r.5.fa,150_135,0.010000000000000009,average,ANImf,150
ERS6256701.bin.r.9.fa,150_136,0.010000000000000009,average,ANImf,150
ERS6256703.bin.r.3.fa,150_136,0.010000000000000009,average,ANImf,150
ERS6256693.bin.r.5.fa,150_137,0.010000000000000009,average,ANImf,150
ERS6256705.bin.r.4.fa,150_138,0.010000000000000009,average,ANImf,150
ERS6256704.bin.r.5.fa,150_139,0.010000000000000009,average,ANImf,150
ERS6256716.bin.r.8.fa,150_140,0.010000000000000009,average,ANImf,150
ERS6256718.bin.r.4.fa,150_141,0.010000000000000009,average,ANImf,150
ERS6256719.bin.r.9.fa,150_142,0.010000000000000009,average,ANImf,150
ERS3774458.bin.r.2.fa,150_143,0.010000000000000009,average,ANImf,150
ERS6256709.bin.r.8.fa,150_144,0.010000000000000009,average,ANImf,150
ERS3774464.bin.r.22.fa,150_145,0.010000000000000009,average,ANImf,150
SRS6212658.bin.r.2.fa,150_146,0.010000000000000009,average,ANImf,150
ERS2985783.bin.r.9.fa,151_1,0.010000000000000009,average,ANImf,151
ERS4042406.bin.r.20.fa,151_1,0.010000000000000009,average,ANImf,151
CMC011.B.bin.r.38.fa,151_2,0.010000000000000009,average,ANImf,151
CMC016.B.bin.r.30.fa,151_2,0.010000000000000009,average,ANImf,151
CMC028.B.bin.r.53.fa,151_2,0.010000000000000009,average,ANImf,151
CMC006.B.bin.r.37.fa,151_3,0.010000000000000009,average,ANImf,151
CMC024.B.bin.r.33.fa,151_4,0.010000000000000009,average,ANImf,151
CMC030.B.bin.r.22.fa,151_5,0.010000000000000009,average,ANImf,151
CMC010.B.bin.r.35.fa,151_6,0.010000000000000009,average,ANImf,151
CMC017.B.bin.r.25.fa,151_7,0.010000000000000009,average,ANImf,151
CMC018.B.bin.r.1.fa,151_7,0.010000000000000009,average,ANImf,151
CMC022.B.bin.r.62.fa,151_7,0.010000000000000009,average,ANImf,151
CMC023.A.bin.r.51.fa,151_7,0.010000000000000009,average,ANImf,151
CMC026.B.bin.r.15.fa,151_7,0.010000000000000009,average,ANImf,151
CMC038.B.bin.r.114.fa,151_8,0.010000000000000009,average,ANImf,151
ERS3774419.bin.r.8.fa,152_1,0.010000000000000009,average,ANImf,152
ERS3774420.bin.r.5.fa,152_1,0.010000000000000009,average,ANImf,152
ERS3774421.bin.r.7.fa,152_1,0.010000000000000009,average,ANImf,152
ERS3774422.bin.r.33.fa,152_1,0.010000000000000009,average,ANImf,152
ERS3774423.bin.r.4.fa,152_1,0.010000000000000009,average,ANImf,152
ERS3774424.bin.r.3.fa,152_1,0.010000000000000009,average,ANImf,152
ERS3774425.bin.r.14.fa,152_1,0.010000000000000009,average,ANImf,152
SRS4625232.bin.r.10.fa,152_2,0.010000000000000009,average,ANImf,152
SRS4625234.bin.r.4.fa,152_2,0.010000000000000009,average,ANImf,152
SRS4625235.bin.r.1.fa,152_2,0.010000000000000009,average,ANImf,152
SRS4625236.bin.r.3.fa,152_2,0.010000000000000009,average,ANImf,152
SRS4625238.bin.r.3.fa,152_2,0.010000000000000009,average,ANImf,152
SRS4625240.bin.r.6.fa,152_2,0.010000000000000009,average,ANImf,152
SRS4625241.bin.r.1.fa,152_2,0.010000000000000009,average,ANImf,152
SRS4625244.bin.r.6.fa,152_2,0.010000000000000009,average,ANImf,152
SRS4625245.bin.r.19.fa,152_2,0.010000000000000009,average,ANImf,152
SRS4625246.bin.r.1.fa,152_2,0.010000000000000009,average,ANImf,152
SRS4625247.bin.r.6.fa,152_2,0.010000000000000009,average,ANImf,152
SRS4625248.bin.r.8.fa,152_2,0.010000000000000009,average,ANImf,152
SRS4625249.bin.r.2.fa,152_2,0.010000000000000009,average,ANImf,152
SRS4625250.bin.r.5.fa,152_2,0.010000000000000009,average,ANImf,152
ERS3774402.bin.r.13.fa,153_0,0.010000000000000009,average,ANImf,153
GCA_015058105.1_ASM1505810v1_genomic.fna,154_1,0.010000000000000009,average,ANImf,154
GCA_017397005.1_ASM1739700v1_genomic.fna,154_2,0.010000000000000009,average,ANImf,154
GCA_017536365.1_ASM1753636v1_genomic.fna,155_0,0.010000000000000009,average,ANImf,155
GCA_002315335.1_ASM231533v1_genomic.fna,156_0,0.010000000000000009,average,ANImf,156
GCA_002315385.1_ASM231538v1_genomic.fna,157_0,0.010000000000000009,average,ANImf,157
GCA_015058155.1_ASM1505815v1_genomic.fna,158_0,0.010000000000000009,average,ANImf,158
GCA_022767945.1_ASM2276794v1_genomic.fna,159_0,0.010000000000000009,average,ANImf,159
ERS2985770.bin.r.20.fa,160_1,0.010000000000000009,average,ANImf,160
ERSX0002001.bin.r.5.fa,160_1,0.010000000000000009,average,ANImf,160
GCA_016292905.1_ASM1629290v1_genomic.fna,161_1,0.010000000000000009,average,ANImf,161
GCA_022769385.1_ASM2276938v1_genomic.fna,161_1,0.010000000000000009,average,ANImf,161
GCA_945229175.1_SRR13040388_bin.11_metaWRAP_v1.3_MAG_genomic.fna,161_1,0.010000000000000009,average,ANImf,161
GCA_016293805.1_ASM1629380v1_genomic.fna,161_2,0.010000000000000009,average,ANImf,161
CM_periimplantitis__SP_305SPI_T016__bin.13.fa,162_1,0.010000000000000009,average,ANImf,162
GCA_905372015.1_SRR9217393-mag-bin.6_genomic.fna,162_1,0.010000000000000009,average,ANImf,162
MGYG000298079.fna,162_1,0.010000000000000009,average,ANImf,162
ERS2985750.bin.r.18.fa,162_2,0.010000000000000009,average,ANImf,162
ERS3774490.bin.r.31.fa,162_3,0.010000000000000009,average,ANImf,162
GCA_000510425.1_EnATCC33099v1.0_genomic.fna,162_4,0.010000000000000009,average,ANImf,162
SEQF2789.1.fna,162_4,0.010000000000000009,average,ANImf,162
CMC023.A.bin.r.40.fa,162_5,0.010000000000000009,average,ANImf,162
CMC038.B.bin.r.100.fa,162_6,0.010000000000000009,average,ANImf,162
ERS3395771.bin.r.20.fa,162_7,0.010000000000000009,average,ANImf,162
CMC018.B.bin.r.123.fa,162_8,0.010000000000000009,average,ANImf,162
ERS3774489.bin.r.13.fa,162_9,0.010000000000000009,average,ANImf,162
ERS2985776.bin.r.5.fa,162_10,0.010000000000000009,average,ANImf,162
GCA_017457585.1_ASM1745758v1_genomic.fna,163_0,0.010000000000000009,average,ANImf,163
GCA_018065295.1_ASM1806529v1_genomic.fna,164_0,0.010000000000000009,average,ANImf,164
GCA_022780965.1_ASM2278096v1_genomic.fna,165_0,0.010000000000000009,average,ANImf,165
GCA_905365325.1_ERZ1645004-mag-bin.3_genomic.fna,166_1,0.010000000000000009,average,ANImf,166
MGYG000298907.fna,166_1,0.010000000000000009,average,ANImf,166
CMC009.A.bin.r.36.fa,166_2,0.010000000000000009,average,ANImf,166
CMC045.B.bin.r.8.fa,166_3,0.010000000000000009,average,ANImf,166
GCA_916438985.1_DRR214961_bin.18_metaWRAP_v1.1_MAG_genomic.fna,166_4,0.010000000000000009,average,ANImf,166
MGYG000298641.fna,166_4,0.010000000000000009,average,ANImf,166
GCA_000488855.1_ASM48885v1_genomic.fna,166_5,0.010000000000000009,average,ANImf,166
SEQF2787.1.fna,166_5,0.010000000000000009,average,ANImf,166
CMC007.B.bin.r.17.fa,166_6,0.010000000000000009,average,ANImf,166
CM_periimplantitis__SP_163SPT_T016__bin.9.fa,166_6,0.010000000000000009,average,ANImf,166
CM_periimplantitis__SP_261SPT_T016__bin.9.fa,166_6,0.010000000000000009,average,ANImf,166
ERS12516974.bin.r.5.fa,166_6,0.010000000000000009,average,ANImf,166
ERS12516979.bin.r.10.fa,166_6,0.010000000000000009,average,ANImf,166
ERS2985770.bin.r.19.fa,166_6,0.010000000000000009,average,ANImf,166
ERS3774378.bin.r.11.fa,166_6,0.010000000000000009,average,ANImf,166
ERS3774379.bin.r.4.fa,166_6,0.010000000000000009,average,ANImf,166
ERS3774380.bin.r.11.fa,166_6,0.010000000000000009,average,ANImf,166
ERSX0002001.bin.r.21.fa,166_6,0.010000000000000009,average,ANImf,166
GCA_015256235.1_ASM1525623v1_genomic.fna,166_6,0.010000000000000009,average,ANImf,166
GCA_905373685.1_SRR9217487-mag-bin.2_genomic.fna,166_6,0.010000000000000009,average,ANImf,166
GCA_905373725.1_SRR9217489-mag-bin.1_genomic.fna,166_6,0.010000000000000009,average,ANImf,166
HMP_2012__SRS017227__bin.50.fa,166_6,0.010000000000000009,average,ANImf,166
HMP_2012__SRS047113__bin.39.fa,166_6,0.010000000000000009,average,ANImf,166
HMP_2012__SRS047634__bin.99.fa,166_6,0.010000000000000009,average,ANImf,166
HMP_2012__SRS049318__bin.36.fa,166_6,0.010000000000000009,average,ANImf,166
MGYG000298002.fna,166_6,0.010000000000000009,average,ANImf,166
MGYG000298013.fna,166_6,0.010000000000000009,average,ANImf,166
MGYG000299166.fna,166_6,0.010000000000000009,average,ANImf,166
HMP_2012__SRS019029__bin.46.fa,166_7,0.010000000000000009,average,ANImf,166
CMC002.B.bin.r.4.fa,166_8,0.010000000000000009,average,ANImf,166
ERS12516959.bin.r.13.fa,166_9,0.010000000000000009,average,ANImf,166
ERS12516973.bin.r.33.fa,166_10,0.010000000000000009,average,ANImf,166
ERS12516988.bin.r.45.fa,166_11,0.010000000000000009,average,ANImf,166
ERS2985743.bin.r.14.fa,167_1,0.010000000000000009,average,ANImf,167
ERS3774464.bin.r.26.fa,167_1,0.010000000000000009,average,ANImf,167
ERS3774469.bin.r.7.fa,167_1,0.010000000000000009,average,ANImf,167
ERS6955106.bin.r.1.fa,167_1,0.010000000000000009,average,ANImf,167
ERS6955142.bin.r.30.fa,167_1,0.010000000000000009,average,ANImf,167
GCA_022766865.1_ASM2276686v1_genomic.fna,168_1,0.010000000000000009,average,ANImf,168
GCA_945876165.1_SRR17382099_bin.61_metaWRAP_v1.3_MAG_genomic.fna,168_1,0.010000000000000009,average,ANImf,168
GCA_900754705.1_ERS396505_78_genomic.fna,168_2,0.010000000000000009,average,ANImf,168
GCA_905213205.1_ERR414465-mag-bin.25_genomic.fna,168_2,0.010000000000000009,average,ANImf,168
GCA_934256625.1_ERR7738665_bin.241_genomic.fna,168_3,0.010000000000000009,average,ANImf,168
GCA_023440755.1_ASM2344075v1_genomic.fna,168_4,0.010000000000000009,average,ANImf,168
GCA_900547295.1_UMGS973_genomic.fna,168_5,0.010000000000000009,average,ANImf,168
GCA_021629935.1_ASM2162993v1_genomic.fna,168_6,0.010000000000000009,average,ANImf,168
GCA_934246725.1_ERR7745346_bin.158_genomic.fna,168_7,0.010000000000000009,average,ANImf,168
GCA_934255445.1_ERR7745648_bin.228_genomic.fna,168_8,0.010000000000000009,average,ANImf,168
GCA_934256595.1_ERR7745429_bin.92_genomic.fna,169_0,0.010000000000000009,average,ANImf,169
GCA_016284135.1_ASM1628413v1_genomic.fna,170_1,0.010000000000000009,average,ANImf,170
GCA_016286935.1_ASM1628693v1_genomic.fna,170_2,0.010000000000000009,average,ANImf,170
GCA_902784035.1_Rumen_uncultured_genome_RUG12926_genomic.fna,171_0,0.010000000000000009,average,ANImf,171
GCA_017433975.1_ASM1743397v1_genomic.fna,172_0,0.010000000000000009,average,ANImf,172
GCA_012744355.1_ASM1274435v1_genomic.fna,173_0,0.010000000000000009,average,ANImf,173
GCA_016650175.1_ASM1665017v1_genomic.fna,174_0,0.010000000000000009,average,ANImf,174
GCA_016650115.1_ASM1665011v1_genomic.fna,175_0,0.010000000000000009,average,ANImf,175
GCA_016650135.1_ASM1665013v1_genomic.fna,176_0,0.010000000000000009,average,ANImf,176
GCA_002418625.1_ASM241862v1_genomic.fna,177_0,0.010000000000000009,average,ANImf,177
GCA_002425705.1_ASM242570v1_genomic.fna,178_0,0.010000000000000009,average,ANImf,178
GCA_017419965.1_ASM1741996v1_genomic.fna,179_1,0.010000000000000009,average,ANImf,179
GCA_902803185.1_Rumen_uncultured_genome_RUG14842_genomic.fna,179_2,0.010000000000000009,average,ANImf,179
GCA_017437565.1_ASM1743756v1_genomic.fna,180_0,0.010000000000000009,average,ANImf,180
GCA_017419085.1_ASM1741908v1_genomic.fna,181_1,0.010000000000000009,average,ANImf,181
GCF_000688015.1_ASM68801v1_genomic.fna,181_2,0.010000000000000009,average,ANImf,181
GCA_017425345.1_ASM1742534v1_genomic.fna,182_0,0.010000000000000009,average,ANImf,182
GCA_902790905.1_Rumen_uncultured_genome_RUG13615_genomic.fna,183_1,0.010000000000000009,average,ANImf,183
GCA_902793625.1_Rumen_uncultured_genome_RUG13882_genomic.fna,183_2,0.010000000000000009,average,ANImf,183
GCA_902792265.1_Rumen_uncultured_genome_RUG13753_genomic.fna,183_3,0.010000000000000009,average,ANImf,183
GCA_902793085.1_Rumen_uncultured_genome_RUG13834_genomic.fna,183_4,0.010000000000000009,average,ANImf,183
GCA_902787875.1_Rumen_uncultured_genome_RUG13316_genomic.fna,183_5,0.010000000000000009,average,ANImf,183
GCA_024697655.1_ASM2469765v1_genomic.fna,184_0,0.010000000000000009,average,ANImf,184
GCA_009778945.1_ASM977894v1_genomic.fna,185_0,0.010000000000000009,average,ANImf,185
GCA_902783525.1_Rumen_uncultured_genome_RUG12878_genomic.fna,186_1,0.010000000000000009,average,ANImf,186
GCA_902797195.1_Rumen_uncultured_genome_RUG14246_genomic.fna,186_2,0.010000000000000009,average,ANImf,186
GCA_017433375.1_ASM1743337v1_genomic.fna,187_0,0.010000000000000009,average,ANImf,187
GCA_902796875.1_Rumen_uncultured_genome_RUG14218_genomic.fna,188_0,0.010000000000000009,average,ANImf,188
GCA_017431395.1_ASM1743139v1_genomic.fna,189_0,0.010000000000000009,average,ANImf,189
GCA_017459895.1_ASM1745989v1_genomic.fna,190_0,0.010000000000000009,average,ANImf,190
GCA_902766185.1_Rumen_uncultured_genome_RUG11137_genomic.fna,191_0,0.010000000000000009,average,ANImf,191
GCA_902797095.1_Rumen_uncultured_genome_RUG14238_genomic.fna,192_0,0.010000000000000009,average,ANImf,192
ERS3774419.bin.r.2.fa,193_1,0.010000000000000009,average,ANImf,193
ERS3774420.bin.r.1.fa,193_1,0.010000000000000009,average,ANImf,193
ERS3774421.bin.r.4.fa,193_1,0.010000000000000009,average,ANImf,193
ERS3774422.bin.r.35.fa,193_1,0.010000000000000009,average,ANImf,193
ERS3774423.bin.r.6.fa,193_1,0.010000000000000009,average,ANImf,193
ERS3774424.bin.r.8.fa,193_1,0.010000000000000009,average,ANImf,193
ERS3774425.bin.r.12.fa,193_1,0.010000000000000009,average,ANImf,193
SRS4625232.bin.r.2.fa,193_1,0.010000000000000009,average,ANImf,193
SRS4625234.bin.r.6.fa,193_1,0.010000000000000009,average,ANImf,193
SRS4625236.bin.r.2.fa,193_1,0.010000000000000009,average,ANImf,193
SRS4625240.bin.r.2.fa,193_1,0.010000000000000009,average,ANImf,193
SRS4625244.bin.r.4.fa,193_1,0.010000000000000009,average,ANImf,193
SRS4625245.bin.r.8.fa,193_1,0.010000000000000009,average,ANImf,193
SRS4625246.bin.r.15.fa,193_1,0.010000000000000009,average,ANImf,193
SRS4625250.bin.r.2.fa,193_1,0.010000000000000009,average,ANImf,193
CMC010.B.bin.r.71.fa,194_1,0.010000000000000009,average,ANImf,194
CMC011.B.bin.r.7.fa,194_1,0.010000000000000009,average,ANImf,194
CMC016.B.bin.r.87.fa,194_1,0.010000000000000009,average,ANImf,194
CMC018.B.bin.r.145.fa,194_1,0.010000000000000009,average,ANImf,194
CMC022.B.bin.r.29.fa,194_1,0.010000000000000009,average,ANImf,194
CMC023.A.bin.r.65.fa,194_1,0.010000000000000009,average,ANImf,194
CMC024.B.bin.r.92.fa,194_1,0.010000000000000009,average,ANImf,194
CMC026.B.bin.r.78.fa,194_1,0.010000000000000009,average,ANImf,194
CMC035.B.bin.r.103.fa,194_1,0.010000000000000009,average,ANImf,194
CMC038.B.bin.r.17.fa,194_1,0.010000000000000009,average,ANImf,194
ERS11702770.bin.r.11.fa,194_1,0.010000000000000009,average,ANImf,194
ERS11702776.bin.r.12.fa,194_1,0.010000000000000009,average,ANImf,194
ERS11702787.bin.r.9.fa,194_1,0.010000000000000009,average,ANImf,194
ERS11702801.bin.r.3.fa,194_1,0.010000000000000009,average,ANImf,194
ERS11702805.bin.r.3.fa,194_1,0.010000000000000009,average,ANImf,194
ERS2985743.bin.r.7.fa,194_1,0.010000000000000009,average,ANImf,194
ERS2985750.bin.r.23.fa,194_1,0.010000000000000009,average,ANImf,194
ERS2985754.bin.r.7.fa,194_1,0.010000000000000009,average,ANImf,194
ERS2985756.bin.r.6.fa,194_1,0.010000000000000009,average,ANImf,194
ERS2985770.bin.r.3.fa,194_1,0.010000000000000009,average,ANImf,194
ERS2985773.bin.r.9.fa,194_1,0.010000000000000009,average,ANImf,194
ERS2985775.bin.r.3.fa,194_1,0.010000000000000009,average,ANImf,194
ERS2985776.bin.r.8.fa,194_1,0.010000000000000009,average,ANImf,194
ERS2985784.bin.r.8.fa,194_1,0.010000000000000009,average,ANImf,194
ERS3395767.bin.r.1.fa,194_1,0.010000000000000009,average,ANImf,194
ERS3395768.bin.r.16.fa,194_1,0.010000000000000009,average,ANImf,194
ERS3395773.bin.r.6.fa,194_1,0.010000000000000009,average,ANImf,194
ERS3774484.bin.r.3.fa,194_1,0.010000000000000009,average,ANImf,194
ERS3774485.bin.r.5.fa,194_1,0.010000000000000009,average,ANImf,194
ERS3774489.bin.r.28.fa,194_1,0.010000000000000009,average,ANImf,194
ERS4042406.bin.r.26.fa,194_1,0.010000000000000009,average,ANImf,194
ERS4042427.bin.r.10.fa,194_1,0.010000000000000009,average,ANImf,194
ERS6636154.bin.r.6.fa,194_1,0.010000000000000009,average,ANImf,194
ERSX0002001.bin.r.56.fa,194_1,0.010000000000000009,average,ANImf,194
ERSX0003002.bin.r.43.fa,194_1,0.010000000000000009,average,ANImf,194
ERSX0003003.bin.r.33.fa,194_1,0.010000000000000009,average,ANImf,194
ERSX0004003.bin.r.8.fa,194_1,0.010000000000000009,average,ANImf,194
ERSX0004004.bin.r.10.fa,194_1,0.010000000000000009,average,ANImf,194
ERSX0004009.bin.r.4.fa,194_1,0.010000000000000009,average,ANImf,194
ERSX0004011.bin.r.7.fa,194_1,0.010000000000000009,average,ANImf,194
ERSX0004012.bin.r.3.fa,194_1,0.010000000000000009,average,ANImf,194
ERSX0004013.bin.r.3.fa,194_1,0.010000000000000009,average,ANImf,194
ERSX0004014.bin.r.2.fa,194_1,0.010000000000000009,average,ANImf,194
ERSX0004015.bin.r.3.fa,194_1,0.010000000000000009,average,ANImf,194
ERSX0004016.bin.r.4.fa,194_1,0.010000000000000009,average,ANImf,194
ERSX0004019.bin.r.2.fa,194_1,0.010000000000000009,average,ANImf,194
ERSX0004070.bin.r.7.fa,194_1,0.010000000000000009,average,ANImf,194
ERSX0004073.bin.r.5.fa,194_1,0.010000000000000009,average,ANImf,194
SRS15300787.bin.r.22.fa,194_1,0.010000000000000009,average,ANImf,194
SRS15300800.bin.r.9.fa,194_1,0.010000000000000009,average,ANImf,194
SRS15300801.bin.r.2.fa,194_1,0.010000000000000009,average,ANImf,194
SRS3078156.bin.r.1.fa,194_1,0.010000000000000009,average,ANImf,194
SRS473746.bin.r.32.fa,194_1,0.010000000000000009,average,ANImf,194
SRS6212654.bin.r.6.fa,194_1,0.010000000000000009,average,ANImf,194
ERS12516970.bin.r.9.fa,194_2,0.010000000000000009,average,ANImf,194
GCA_904420065.1_Coassembly_mag_253_genomic.fna,195_1,0.010000000000000009,average,ANImf,195
GCA_905207805.1_ERR414317-mag-bin.2_genomic.fna,195_1,0.010000000000000009,average,ANImf,195
GCA_930990445.1_ERR3414573_bin.35_metaWRAP_v1.1_MAG_genomic.fna,195_1,0.010000000000000009,average,ANImf,195
GCA_944388455.1_E13_bin209_genomic.fna,195_1,0.010000000000000009,average,ANImf,195
GCA_944388465.1_E08_bin178_genomic.fna,196_0,0.010000000000000009,average,ANImf,196
GCA_934246915.1_ERR7738173_bin.56_genomic.fna,197_1,0.010000000000000009,average,ANImf,197
GCA_934281605.1_ERR7746048_bin.272_genomic.fna,197_2,0.010000000000000009,average,ANImf,197
GCA_934292945.1_ERR7745975_bin.78_genomic.fna,197_3,0.010000000000000009,average,ANImf,197
GCA_019420675.1_ASM1942067v1_genomic.fna,197_4,0.010000000000000009,average,ANImf,197
GCA_022769065.1_ASM2276906v1_genomic.fna,197_5,0.010000000000000009,average,ANImf,197
GCA_023408195.1_ASM2340819v1_genomic.fna,198_1,0.010000000000000009,average,ANImf,198
GCA_900758185.1_ERS608488_58_genomic.fna,198_2,0.010000000000000009,average,ANImf,198
GCA_934247095.1_ERR7738620_bin.84_genomic.fna,198_3,0.010000000000000009,average,ANImf,198
GCA_900549125.1_UMGS1157_genomic.fna,198_4,0.010000000000000009,average,ANImf,198
GCA_934281615.1_ERR7739005_bin.154_genomic.fna,198_5,0.010000000000000009,average,ANImf,198
GCA_905209145.1_ERR1600645-mag-bin.74_genomic.fna,198_6,0.010000000000000009,average,ANImf,198
GCF_014306095.1_ASM1430609v1_genomic.fna,198_7,0.010000000000000009,average,ANImf,198
GCA_934255415.1_ERR7745994_bin.329_genomic.fna,198_8,0.010000000000000009,average,ANImf,198
GCA_934256655.1_ERR7745594_bin.119_genomic.fna,198_9,0.010000000000000009,average,ANImf,198
GCA_902803725.1_Rumen_uncultured_genome_RUG14908_genomic.fna,199_0,0.010000000000000009,average,ANImf,199
ERS11702751.bin.r.5.fa,200_1,0.010000000000000009,average,ANImf,200
ERS3395772.bin.r.14.fa,200_1,0.010000000000000009,average,ANImf,200
ERS11702728.bin.r.5.fa,201_1,0.010000000000000009,average,ANImf,201
ERS2985785.bin.r.1.fa,201_1,0.010000000000000009,average,ANImf,201
ERS6205394.bin.r.4.fa,201_1,0.010000000000000009,average,ANImf,201
ERS6636085.bin.r.7.fa,201_1,0.010000000000000009,average,ANImf,201
ERS6636099.bin.r.5.fa,201_1,0.010000000000000009,average,ANImf,201
ERS6636154.bin.r.8.fa,201_1,0.010000000000000009,average,ANImf,201
ERSX0003001.bin.r.34.fa,201_1,0.010000000000000009,average,ANImf,201
ERSX0003002.bin.r.32.fa,201_1,0.010000000000000009,average,ANImf,201
ERSX0003003.bin.r.22.fa,201_1,0.010000000000000009,average,ANImf,201
ERSX0004083.bin.r.5.fa,201_2,0.010000000000000009,average,ANImf,201
ERSX0004085.bin.r.6.fa,201_2,0.010000000000000009,average,ANImf,201
CMC023.A.bin.r.74.fa,201_3,0.010000000000000009,average,ANImf,201
CMC038.A.bin.r.88.fa,201_3,0.010000000000000009,average,ANImf,201
CMC038.B.bin.r.32.fa,201_3,0.010000000000000009,average,ANImf,201
ERS11702723.bin.r.6.fa,201_3,0.010000000000000009,average,ANImf,201
ERS11702724.bin.r.6.fa,201_3,0.010000000000000009,average,ANImf,201
ERS11702729.bin.r.6.fa,201_3,0.010000000000000009,average,ANImf,201
ERS11702747.bin.r.9.fa,201_3,0.010000000000000009,average,ANImf,201
ERS11702749.bin.r.4.fa,201_3,0.010000000000000009,average,ANImf,201
ERS11702750.bin.r.3.fa,201_3,0.010000000000000009,average,ANImf,201
ERS11702763.bin.r.3.fa,201_3,0.010000000000000009,average,ANImf,201
ERS11702765.bin.r.1.fa,201_3,0.010000000000000009,average,ANImf,201
ERS11702768.bin.r.4.fa,201_3,0.010000000000000009,average,ANImf,201
ERS11702769.bin.r.6.fa,201_3,0.010000000000000009,average,ANImf,201
