Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM	Strand_Interference	Strand_Adaptation	Oral_site	Industry	BinID	out_type
NODE_23_length_49654_cov_21.1363	NODE_23_length_49654_cov_21.1363@1	673	1116	False	0%	0%	I-A	0	['CasR_0_CAS-I-II-III-IV-V-VI']	[2]	['1.50e-05']	[0.48]	[0.343]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.3	putative
NODE_1_length_134731_cov_19.5324	NODE_1_length_134731_cov_19.5324@3	65896	66651	False	0%		III-A	1	['AbiEii_0_CAS-III']	[63]	['1.70e-07']	[0.536]	[0.493]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.3	putative
NODE_22_length_49927_cov_18.2689	NODE_22_length_49927_cov_18.2689@2	22913	23251	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[27]	['1.20e-12']	[0.673]	[0.72]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.3	putative
NODE_26_length_41435_cov_17.2205	NODE_26_length_41435_cov_17.2205@2	31312	32501	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI', 'DEDDh_0_CAS-I-II-III-IV-V-VI']	[32, 33]	['2.50e-03', '2.90e-22']	[0.61, 0.782]	[0.602, 0.988]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.3	putative
NODE_1_length_134731_cov_19.5324	NODE_1_length_134731_cov_19.5324@5	100501	101493	False	0%		III-A	1	['AbiEii_0_CAS-III']	[97]	['1.80e-05']	[0.308]	[0.331]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.3	putative
NODE_139_length_11402_cov_21.0501	NODE_139_length_11402_cov_21.0501@1	93	2108	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[1]	['1.40e-10']	[0.449]	[0.924]	-1		buccal_mucosa	industrial	HMP_2012__SRS019221__bin.3	putative
NODE_473_length_2653_cov_21.7256	NODE_473_length_2653_cov_21.7256@1	2	439	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[1]	['1.00e-03']	[0.637]	[0.33]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.3	putative
NODE_128_length_12033_cov_18.7444	NODE_128_length_12033_cov_18.7444@2	10559	11902	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[12]	['1.60e-14']	[0.654]	[0.881]	1		buccal_mucosa	industrial	HMP_2012__SRS019221__bin.3	putative
NODE_16_length_55416_cov_19.0509	NODE_16_length_55416_cov_19.0509@1	21920	23050	False	0%		III-A	1	['AbiEii_0_CAS-III']	[23]	['1.90e-04']	[0.321]	[0.419]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.3	putative
NODE_22_length_49927_cov_18.2689	NODE_22_length_49927_cov_18.2689@3	33287	38093	False	0%		III-A	1	['AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']	[41, 45]	['2.20e-03', '2.80e-07']	[0.601, 0.47]	[0.447, 0.377]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.3	putative
NODE_63_length_22734_cov_18.7941	NODE_63_length_22734_cov_18.7941@1	5054	6211	False	0%		III-A	1	['AbiEii_0_CAS-III']	[6]	['2.90e-05']	[0.316]	[0.415]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.3	putative
NODE_56_length_24867_cov_15.945	NODE_56_length_24867_cov_15.945@1	13801	14559	False	0%		III-A	1	['AbiEii_0_CAS-III']	[17]	['1.70e-04']	[0.451]	[0.391]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.3	putative
NODE_6_length_80136_cov_15.9847	NODE_6_length_80136_cov_15.9847@2	34491	35231	False	0%		III-A	1	['AbiEii_0_CAS-III']	[27]	['2.60e-09']	[0.559]	[0.479]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.3	putative
NODE_16_length_55416_cov_19.0509	NODE_16_length_55416_cov_19.0509@2	26644	27402	False	0%		III-A	1	['AbiEii_0_CAS-III']	[28]	['6.40e-08']	[0.466]	[0.398]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.3	putative
NODE_21_length_50083_cov_9.08763	NODE_21_length_50083_cov_9.08763@2	20027	20842	False	0%		III-A	1	['AbiEii_0_CAS-III']	[21]	['1.40e-07']	[0.353]	[0.327]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.4	putative
NODE_7_length_70995_cov_8.54951	NODE_7_length_70995_cov_8.54951@1	11070	11702	False	0%		III-A	1	['AbiEii_0_CAS-III']	[11]	['4.40e-04']	[0.559]	[0.408]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.4	putative
NODE_19_length_52359_cov_10.0543	NODE_19_length_52359_cov_10.0543@1	6896	7795	False	0%		III-A	1	['AbiEii_0_CAS-III']	[10]	['1.70e-07']	[0.493]	[0.475]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.4	putative
NODE_36_length_31979_cov_9.24994	NODE_36_length_31979_cov_9.24994@1	2683	3426	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['6.30e-05']	[0.431]	[0.363]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.4	putative
NODE_5_length_84919_cov_8.6978	NODE_5_length_84919_cov_8.6978@3	72833	74842	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[65]	['1.50e-09']	[0.499]	[0.771]	1		buccal_mucosa	industrial	HMP_2012__SRS019221__bin.4	putative
NODE_61_length_22815_cov_12.9162	NODE_61_length_22815_cov_12.9162@1	17116	18009	False	0%	33%	II-A	3	['Csn2_7_CAS-II-A']	[17]	['7.30e-03']	[0.403]	[0.323]		-1	buccal_mucosa	industrial	HMP_2012__SRS019221__bin.4	putative
NODE_11_length_66971_cov_8.98743	NODE_11_length_66971_cov_8.98743@2	33165	33599	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[32]	['4.10e-04']	[0.434]	[0.593]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.4	putative
NODE_9_length_70144_cov_9.55705	NODE_9_length_70144_cov_9.55705@1	1561	1905	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[3]	['4.50e-05']	[0.583]	[0.559]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.4	putative
NODE_75_length_20065_cov_7.61024	NODE_75_length_20065_cov_7.61024@1	2762	5098	False	20%		IV-D	4	['RecD_0_IVD']	[5]	['3.00e-65']	[0.806]	[0.839]	-1		buccal_mucosa	industrial	HMP_2012__SRS019221__bin.4	putative
NODE_11_length_66971_cov_8.98743	NODE_11_length_66971_cov_8.98743@4	57512	59884	False	0%		III-A	1	['AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']	[56, 58]	['9.00e-05', '2.00e-03']	[0.387, 0.401]	[0.31, 0.43]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.4	putative
NODE_19_length_52359_cov_10.0543	NODE_19_length_52359_cov_10.0543@3	47632	48306	False	0%		III-A	1	['AbiEii_0_CAS-III']	[45]	['2.20e-07']	[0.569]	[0.44]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.4	putative
NODE_20_length_52224_cov_7.22787	NODE_20_length_52224_cov_7.22787@1	9512	10252	False	0%		III-A	1	['AbiEii_0_CAS-III']	[10]	['8.60e-05']	[0.377]	[0.317]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.4	putative
NODE_240_length_6509_cov_12.6625	NODE_240_length_6509_cov_12.6625@1	2030	2428	False	0%	0%	I-A	0	['CasR_0_CAS-I-II-III-IV-V-VI']	[4]	['1.30e-04']	[0.459]	[0.318]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.4	putative
NODE_218_length_7127_cov_9.39579	NODE_218_length_7127_cov_9.39579@1	4730	5458	False	0%		III-A	1	['AbiEii_0_CAS-III']	[6]	['3.20e-05']	[0.58]	[0.482]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.4	putative
NODE_5_length_84919_cov_8.6978	NODE_5_length_84919_cov_8.6978@1	16310	16717	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[14]	['5.30e-07']	[0.765]	[0.477]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.4	putative
NODE_90_length_17491_cov_8.15388	NODE_90_length_17491_cov_8.15388@1	7850	8182	False	0%		III-D	1	['Mem_02_0_CAS-III-D']	[7]	['6.20e-05']	[0.757]	[0.322]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.4	putative
NODE_9_length_70144_cov_9.55705	NODE_9_length_70144_cov_9.55705@2	65984	66352	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[60]	['1.20e-20']	[0.667]	[0.771]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.4	putative
NODE_44_length_29398_cov_10.4865	NODE_44_length_29398_cov_10.4865@1	20397	21392	False	20%	0%	I-B	4	['Cas5_8_CAS-I-B', 'Csa3_1_CAS-I-II-III-IV-V-VI']	[23, 24]	['2.00e-03', '3.10e-03']	[0.625, 0.359]	[0.472, 0.432]	1		buccal_mucosa	industrial	HMP_2012__SRS019221__bin.4	putative
NODE_11_length_66971_cov_8.98743	NODE_11_length_66971_cov_8.98743@3	45210	46903	False	0%		III-A	1	['AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']	[43, 44]	['4.90e-03', '2.20e-03']	[0.385, 0.328]	[0.384, 0.327]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.4	putative
NODE_19_length_52359_cov_10.0543	NODE_19_length_52359_cov_10.0543@2	40378	41121	False	0%		III-A	1	['AbiEii_0_CAS-III']	[39]	['5.20e-04']	[0.589]	[0.511]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.4	putative
NODE_35_length_32174_cov_11.2725	NODE_35_length_32174_cov_11.2725@1	21857	23317	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[20]	['1.70e-09']	[0.511]	[0.635]	1		buccal_mucosa	industrial	HMP_2012__SRS019221__bin.4	putative
NODE_78_length_19532_cov_10.6578	NODE_78_length_19532_cov_10.6578@1	5722	6126	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[7]	['1.40e-04']	[0.607]	[0.326]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.4	putative
NODE_50_length_26436_cov_8.10291	NODE_50_length_26436_cov_8.10291@1	8298	9284	False	0%	0%	I-A	0	['WYL_3_CAS-I-II-III-IV-V-VI']	[6]	['4.40e-33']	[0.55]	[0.988]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.4	putative
NODE_11_length_66971_cov_8.98743	NODE_11_length_66971_cov_8.98743@1	16115	17134	False	0%		III-A	1	['AbiEii_0_CAS-III']	[12]	['1.30e-05']	[0.341]	[0.412]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.4	putative
NODE_46_length_27858_cov_11.1924	NODE_46_length_27858_cov_11.1924@1	26338	27102	False	0%		III-A	1	['AbiEii_0_CAS-III']	[21]	['1.40e-08']	[0.478]	[0.437]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.4	putative
NODE_21_length_50083_cov_9.08763	NODE_21_length_50083_cov_9.08763@1	7091	12271	False	0%		III-A	1	['AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']	[6, 10]	['7.50e-07', '1.50e-04']	[0.42, 0.356]	[0.465, 0.363]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.4	putative
NODE_37_length_31534_cov_8.8397	NODE_37_length_31534_cov_8.8397@2	9441	10160	False	0%		III-A	1	['AbiEii_0_CAS-III']	[9]	['3.60e-09']	[0.554]	[0.458]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.4	putative
NODE_107_length_14347_cov_12.94	NODE_107_length_14347_cov_12.94@1	4414	4953	False	0%	33%	I-A	2	['Cas2_2_CAS-I-II-III-IV-V-VI']	[5]	['3.80e-03']	[0.333]	[0.481]		-1	buccal_mucosa	industrial	HMP_2012__SRS019221__bin.4	putative
NODE_10_length_68626_cov_12.1001	NODE_10_length_68626_cov_12.1001@1	41092	42195	False	0%		III-A	1	['AbiEii_0_CAS-III']	[36]	['1.30e-06']	[0.402]	[0.525]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.4	putative
NODE_5_length_84919_cov_8.6978	NODE_5_length_84919_cov_8.6978@2	59991	61322	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[51]	['1.50e-10']	[0.687]	[0.929]	1		buccal_mucosa	industrial	HMP_2012__SRS019221__bin.4	putative
NODE_37_length_31534_cov_8.8397	NODE_37_length_31534_cov_8.8397@1	2390	3133	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['1.80e-04']	[0.403]	[0.342]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.4	putative
NODE_52_length_26247_cov_14.2795	NODE_52_length_26247_cov_14.2795@1	20266	20538	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[12]	['9.40e-14']	[0.78]	[0.661]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.4	putative
NODE_60_length_22986_cov_8.32354	NODE_60_length_22986_cov_8.32354@1	21527	22264	False	0%		III-A	1	['AbiEii_0_CAS-III']	[19]	['5.90e-07']	[0.557]	[0.458]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.4	putative
NODE_29_length_36172_cov_14.1032	NODE_29_length_36172_cov_14.1032@1	13263	14015	False	0%		III-A	1	['AbiEii_0_CAS-III']	[10]	['4.70e-05']	[0.498]	[0.43]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.4	putative
NODE_107_length_14347_cov_12.94	NODE_107_length_14347_cov_12.94@2	12440	13213	False	0%		III-A	1	['AbiEii_0_CAS-III']	[16]	['7.80e-07']	[0.659]	[0.602]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.4	putative
NODE_89_length_17638_cov_8.28761	NODE_89_length_17638_cov_8.28761@1	3545	3976	False	14%	0%	I-A	4	['Csa5gr11_6_CAS-I-A']	[4]	['5.50e-03']	[0.604]	[0.741]	1		buccal_mucosa	industrial	HMP_2012__SRS019221__bin.4	putative
NODE_2_length_114441_cov_14.7456	NODE_2_length_114441_cov_14.7456@1	5043	5975	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['2.00e-03']	[0.357]	[0.387]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.4	putative
NODE_4_length_108485_cov_14.0018	NODE_4_length_108485_cov_14.0018@1	53284	53610	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[52]	['1.60e-05']	[0.624]	[0.542]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.4	putative
NODE_10_length_68626_cov_12.1001	NODE_10_length_68626_cov_12.1001@2	52343	53044	False	0%		III-A	1	['AbiEii_0_CAS-III']	[48]	['6.30e-06']	[0.521]	[0.419]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.4	putative
NODE_36_length_31979_cov_9.24994	NODE_36_length_31979_cov_9.24994@2	20239	23927	False	0%		III-A	1	['CasR_0_CAS-I-II-III-IV-V-VI', 'AbiEii_0_CAS-III']	[17, 19]	['4.20e-06', '1.00e-06']	[0.365, 0.357]	[0.646, 0.398]			buccal_mucosa	industrial	HMP_2012__SRS019221__bin.4	putative
NODE_145_length_20189_cov_11.7835	NODE_145_length_20189_cov_11.7835@1	4057	4977	False	0%		III-A	1	['AbiEii_0_CAS-III']	[5]	['6.40e-05']	[0.326]	[0.342]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.12	putative
NODE_18_length_44119_cov_14.4978	NODE_18_length_44119_cov_14.4978@2	23120	24541	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[18]	['2.70e-17']	[0.47]	[0.981]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.12	putative
NODE_392_length_10463_cov_14.1337	NODE_392_length_10463_cov_14.1337@1	5050	6972	False	20%		IV-A1	2	['Csf4_0_IVA']	[5]	['1.00e-56']	[0.941]	[0.916]	-1		buccal_mucosa	industrial	HMP_2012__SRS019329__bin.12	putative
NODE_244_length_14291_cov_15.7945	NODE_244_length_14291_cov_15.7945@1	7948	8529	False	25%		V-K	1	['TnsC_0_V-K']	[9]	['1.70e-04']	[0.49]	[0.336]	-1		buccal_mucosa	industrial	HMP_2012__SRS019329__bin.12	putative
NODE_89_length_24713_cov_16.2254	NODE_89_length_24713_cov_16.2254@1	15544	16281	False	0%		III-A	1	['AbiEii_0_CAS-III']	[16]	['5.80e-04']	[0.398]	[0.349]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.12	putative
NODE_52_length_30603_cov_14.1411	NODE_52_length_30603_cov_14.1411@2	12323	12775	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[13]	['5.20e-05']	[0.662]	[0.477]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.12	putative
NODE_273_length_13494_cov_15.3794	NODE_273_length_13494_cov_15.3794@1	2658	3464	False	0%	0%	I-B	4	['Cas11b_0_CAS-I-B']	[6]	['1.50e-03']	[0.335]	[0.512]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.12	putative
NODE_314_length_12299_cov_11.7773	NODE_314_length_12299_cov_11.7773@1	2853	3314	False	0%		III-B	1	['CorA_1_CAS-III-B']	[4]	['4.40e-05']	[0.565]	[0.696]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.12	putative
NODE_161_length_18813_cov_14.4012	NODE_161_length_18813_cov_14.4012@1	12714	16942	False	17%	0%	I-E	4	['WYL_0_CAS-I-II-III-IV-V-VI', 'Cse2gr11_0_CAS-I-E', 'AbiEii_0_CAS-III']	[17, 18, 21]	['5.10e-30', '7.90e-03', '4.70e-06']	[0.967, 0.68, 0.402]	[0.978, 0.3, 0.37]	1		buccal_mucosa	industrial	HMP_2012__SRS019329__bin.12	putative
NODE_261_length_13776_cov_12.7241	NODE_261_length_13776_cov_12.7241@1	7015	7776	False	0%		III-A	1	['AbiEii_0_CAS-III']	[8]	['2.30e-10']	[0.531]	[0.454]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.12	putative
NODE_184_length_17114_cov_13.2105	NODE_184_length_17114_cov_13.2105@2	6486	7811	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[7]	['7.70e-14']	[0.706]	[0.932]	-1		buccal_mucosa	industrial	HMP_2012__SRS019329__bin.12	putative
NODE_443_length_9561_cov_11.9977	NODE_443_length_9561_cov_11.9977@1	981	3062	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[2]	['2.20e-13']	[0.403]	[0.773]	-1		buccal_mucosa	industrial	HMP_2012__SRS019329__bin.12	putative
NODE_139_length_20623_cov_14.2129	NODE_139_length_20623_cov_14.2129@1	6989	7393	False	20%	0%	I-B	4	['Cas8b1_9_CAS-I-B']	[9]	['3.80e-05']	[0.526]	[0.507]	-1		buccal_mucosa	industrial	HMP_2012__SRS019329__bin.12	putative
NODE_323_length_11907_cov_13.5688	NODE_323_length_11907_cov_13.5688@1	6518	8533	False	20%		IV-D	4	['RecD_0_IVD']	[11]	['4.80e-11']	[0.39]	[0.303]	1		buccal_mucosa	industrial	HMP_2012__SRS019329__bin.12	putative
NODE_52_length_30603_cov_14.1411	NODE_52_length_30603_cov_14.1411@1	6016	6645	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[7]	['1.60e-04']	[0.381]	[0.376]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.12	putative
NODE_34_length_36251_cov_14.0984	NODE_34_length_36251_cov_14.0984@1	34337	35374	False	0%		III-A	1	['AbiEii_0_CAS-III']	[33]	['2.60e-06']	[0.364]	[0.415]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.12	putative
NODE_354_length_11152_cov_10.5551	NODE_354_length_11152_cov_10.5551@1	10361	10909	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[10]	['8.30e-13']	[0.847]	[0.944]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.12	putative
NODE_973_length_5014_cov_10.9145	NODE_973_length_5014_cov_10.9145@1	1460	2224	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['2.00e-09']	[0.51]	[0.461]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.12	putative
NODE_52_length_30603_cov_14.1411	NODE_52_length_30603_cov_14.1411@3	20301	24581	False	0%		III-B	2	['htpX_0_CAS-III-B', 'AbiEii_0_CAS-III']	[24, 27]	['7.40e-24', '2.00e-06']	[0.782, 0.582]	[0.673, 0.82]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.12	putative
NODE_504_length_8572_cov_9.39603	NODE_504_length_8572_cov_9.39603@1	2014	3936	False	20%		IV-D	4	['RecD_0_IVD']	[4]	['6.00e-40']	[0.537]	[0.415]	-1		buccal_mucosa	industrial	HMP_2012__SRS019329__bin.12	putative
NODE_12_length_49103_cov_10.5943	NODE_12_length_49103_cov_10.5943@2	12491	12970	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[10]	['4.40e-06']	[0.537]	[0.399]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.12	putative
NODE_58_length_29247_cov_13.7995	NODE_58_length_29247_cov_13.7995@1	22384	22977	False	0%		III-A	1	['Csx1_7_CAS-III']	[20]	['3.10e-03']	[0.621]	[0.369]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.12	putative
NODE_5_length_64447_cov_12.8639	NODE_5_length_64447_cov_12.8639@1	13924	14592	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[14]	['1.30e-22']	[0.785]	[0.994]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.12	putative
NODE_184_length_17114_cov_13.2105	NODE_184_length_17114_cov_13.2105@1	100	2937	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[1]	['2.80e-07']	[0.341]	[0.66]	1		buccal_mucosa	industrial	HMP_2012__SRS019329__bin.12	putative
NODE_5_length_64447_cov_12.8639	NODE_5_length_64447_cov_12.8639@2	43593	44324	False	0%		III-A	1	['AbiEii_0_CAS-III']	[49]	['7.90e-12']	[0.512]	[0.444]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.12	putative
NODE_333_length_11659_cov_13.6034	NODE_333_length_11659_cov_13.6034@1	659	1177	False	0%		III-B	1	['CorA_1_CAS-III-B']	[3]	['3.70e-04']	[0.347]	[0.504]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.12	putative
NODE_2256_length_2499_cov_17.9804	NODE_2256_length_2499_cov_17.9804@1	2	877	False	14%	0%	I-A	1	['Cas3_0_I']	[1]	['1.10e-08']	[0.654]	[0.492]	1		buccal_mucosa	industrial	HMP_2012__SRS019329__bin.12	putative
NODE_134_length_20867_cov_14.3084	NODE_134_length_20867_cov_14.3084@1	1286	2542	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[4]	['1.10e-05']	[0.475]	[0.569]	1		buccal_mucosa	industrial	HMP_2012__SRS019329__bin.12	putative
NODE_471_length_9070_cov_18.9271	NODE_471_length_9070_cov_18.9271@1	220	735	False	0%		III-A	1	['Csm6_6_CAS-III']	[1]	['8.00e-03']	[0.483]	[0.559]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.12	putative
NODE_12_length_49103_cov_10.5943	NODE_12_length_49103_cov_10.5943@1	177	851	False	0%		III-A	1	['AbiEii_0_CAS-III']	[1]	['7.60e-05']	[0.587]	[0.44]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.12	putative
NODE_655_length_7048_cov_10.9964	NODE_655_length_7048_cov_10.9964@1	61	858	False	0%		III-A	1	['AbiEii_0_CAS-III']	[1]	['1.20e-06']	[0.447]	[0.38]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.12	putative
NODE_13_length_46882_cov_13.8958	NODE_13_length_46882_cov_13.8958@1	35571	36728	False	0%		III-A	1	['Csx1_7_CAS-III']	[35]	['6.80e-03']	[0.347]	[0.375]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.12	putative
NODE_318_length_12214_cov_13.2255	NODE_318_length_12214_cov_13.2255@1	4460	5227	False	0%		III-A	1	['AbiEii_0_CAS-III']	[5]	['1.20e-08']	[0.488]	[0.415]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.12	putative
NODE_18_length_44119_cov_14.4978	NODE_18_length_44119_cov_14.4978@1	12102	13043	False	0%		IV-B	3	['CysH_0_IVB']	[11]	['1.50e-05']	[0.306]	[0.373]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.12	putative
NODE_76_length_26231_cov_12.1724	NODE_76_length_26231_cov_12.1724@1	11852	12109	False	17%		III-B	4	['Cmr5gr11_1_CAS-III-B']	[20]	['2.60e-04']	[0.709]	[0.438]	1		buccal_mucosa	industrial	HMP_2012__SRS019329__bin.12	putative
NODE_843_length_5613_cov_12.4714	NODE_843_length_5613_cov_12.4714@1	1800	3671	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[3]	['2.40e-07']	[0.473]	[0.892]	-1		buccal_mucosa	industrial	HMP_2012__SRS019329__bin.12	putative
NODE_260_length_13877_cov_11.7708	NODE_260_length_13877_cov_11.7708@1	435	1205	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[1]	['4.70e-40']	[0.646]	[0.994]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.12	putative
NODE_76_length_26231_cov_12.1724	NODE_76_length_26231_cov_12.1724@2	17037	17903	False	0%		III-A	1	['Mem_DnaJ_0_CAS-III-AM']	[26]	['1.40e-03']	[0.37]	[0.377]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.12	putative
NODE_480_length_8940_cov_8.24389	NODE_480_length_8940_cov_8.24389@1	1539	2993	False	20%		IV-D	4	['RecD_0_IVD']	[3]	['3.30e-37']	[0.709]	[0.412]	1		buccal_mucosa	industrial	HMP_2012__SRS019329__bin.3	putative
NODE_941_length_5143_cov_6.22091	NODE_941_length_5143_cov_6.22091@1	1682	2602	False	0%	0%	I-A	0	['WYL_3_CAS-I-II-III-IV-V-VI']	[4]	['6.60e-27']	[0.583]	[0.895]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.3	putative
NODE_556_length_8002_cov_5.96678	NODE_556_length_8002_cov_5.96678@1	250	705	False	17%		III-B	2	['Cmr4gr7_0_CAS-III-B-III-C']	[1]	['3.90e-04']	[0.704]	[0.39]	-1		buccal_mucosa	industrial	HMP_2012__SRS019329__bin.3	putative
NODE_192_length_16733_cov_5.50636	NODE_192_length_16733_cov_5.50636@1	8493	9143	False	0%		III-A	1	['AbiEii_0_CAS-III']	[7]	['5.20e-08']	[0.484]	[0.356]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.3	putative
NODE_365_length_10900_cov_6.98488	NODE_365_length_10900_cov_6.98488@1	9640	10320	False	0%		III-B	1	['TPR_1_CAS-III-B']	[10]	['1.20e-03']	[0.555]	[0.315]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.3	putative
NODE_131_length_21086_cov_6.8545	NODE_131_length_21086_cov_6.8545@1	5883	7772	False	0%		III-A	1	['AbiEii_0_CAS-III']	[7]	['2.70e-08']	[0.338]	[0.391]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.3	putative
NODE_382_length_10602_cov_6.07139	NODE_382_length_10602_cov_6.07139@1	1363	2130	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[2]	['2.90e-38']	[0.613]	[1.0]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.3	putative
