out_type	Class	Industry	Bin	Type	Sub_type	Alt_sub_type	Full_type	GC_pct	completeness	contamination	checkM2.completeness	checkM2.contamination	primary_cluster	secondary_cluster	length	N50	gtdb_taxonomy	MAG_source	fBAPS_l1	fBAPS_l2	Study	Age_BP	Continent	Country	sample_host	Host	GUNC.n_contigs	checkM.N50_contigs	QUAL	Secondary_sample_accession	latitude	longitude	Present
known	2	ancient	SRS15300788.bin.r.9	II	D		II-D	42.6	94.33	0	98.61	0.15	211	211_1	1410402	98075	g__RGIG7111;s__	Ancient	5	16	Honap2023	700	North America	USA	Homo	Human	32	98075	High_w_GUNC	SRS15300788	35.477	-97.105	Yes
known	2	ancient	SRS15300790.bin.r.4	II	D		II-D	43.1	75.43	1.39	68.89	4.9	211	211_1	907536	2463	g__RGIG7111;s__	Ancient	5	16	Honap2023	700	North America	USA	Homo	Human	391	2463	Med_w_GUNC	SRS15300790	35.477	-97.105	Yes
known	2	ancient	SRS15300793.bin.r.3	II	A		II-A	43.1	94.33	0	99.5	0.16	211	211_1	1575083	77958	g__RGIG7111;s__	Ancient	5	16	Honap2023	700	North America	USA	Homo	Human	61	77958	High_w_GUNC	SRS15300793	35.477	-97.105	Yes
known	2	ancient	SRS15300793.bin.r.3	II	D		II-D	43.1	94.33	0	99.5	0.16	211	211_1	1575083	77958	g__RGIG7111;s__	Ancient	5	16	Honap2023	700	North America	USA	Homo	Human	61	77958	High_w_GUNC	SRS15300793	35.477	-97.105	Yes
known	1	ancient	SRS15300794.bin.r.2	I	E		I-E	42.8	94.33	0	99.21	0.16	211	211_1	1550810	92601	g__RGIG7111;s__	Ancient	5	16	Honap2023	700	North America	USA	Homo	Human	37	92601	High_w_GUNC	SRS15300794	35.477	-97.105	Yes
known	2	ancient	SRS15300794.bin.r.2	II	D		II-D	42.8	94.33	0	99.21	0.16	211	211_1	1550810	92601	g__RGIG7111;s__	Ancient	5	16	Honap2023	700	North America	USA	Homo	Human	37	92601	High_w_GUNC	SRS15300794	35.477	-97.105	Yes
known	2	ancient	SRS15300795.bin.r.8	II	D		II-D	43	93.62	0	98.84	0.38	211	211_1	1395247	40656	g__RGIG7111;s__	Ancient	5	16	Honap2023	700	North America	USA	Homo	Human	56	40656	High_w_GUNC	SRS15300795	35.477	-97.105	Yes
known	2	ancient	SRS15300800.bin.r.6	II	D		II-D	42.9	94.33	1.42	99.86	0.28	211	211_1	1316093	73550	g__RGIG7111;s__	Ancient	5	16	Honap2023	700	North America	USA	Homo	Human	31	73550	High_w_GUNC	SRS15300800	35.477	-97.105	Yes
known	2	ancient	SRS15300801.bin.r.19	II	D		II-D	42.7	94.33	1.6	99.13	0.05	211	211_1	1532534	103520	g__RGIG7111;s__	Ancient	5	16	Honap2023	700	North America	USA	Homo	Human	31	103520	High_w_GUNC	SRS15300801	35.477	-97.105	Yes
known	1	ancient	SRS15300801.bin.r.19	I	E		I-E	42.7	94.33	1.6	99.13	0.05	211	211_1	1532534	103520	g__RGIG7111;s__	Ancient	5	16	Honap2023	700	North America	USA	Homo	Human	31	103520	High_w_GUNC	SRS15300801	35.477	-97.105	Yes
known	2	ancient	SRS15300802.bin.r.2	II	A		II-A	42.7	94.33	0.71	100	1.7	211	211_1	1467415	97528	g__RGIG7111;s__	Ancient	5	16	Honap2023	700	North America	USA	Homo	Human	44	97528	High_w_GUNC	SRS15300802	35.477	-97.105	Yes
known	2	ancient	SRS15300802.bin.r.2	II	D		II-D	42.7	94.33	0.71	100	1.7	211	211_1	1467415	97528	g__RGIG7111;s__	Ancient	5	16	Honap2023	700	North America	USA	Homo	Human	44	97528	High_w_GUNC	SRS15300802	35.477	-97.105	Yes
known	2	ancient	SRS15300805.bin.r.7	II	D		II-D	42.4	94.33	0	99.36	0.08	211	211_1	1487989	103356	g__RGIG7111;s__	Ancient	5	16	Honap2023	700	North America	USA	Homo	Human	49	103356	High_w_GUNC	SRS15300805	35.477	-97.105	Yes
known	1	ancient	SRS15300808.bin.r.2	I	E		I-E	43	68.27	0.78	69.31	2.72	211	211_1	854365	2059	g__RGIG7111;s__	Ancient	5	16	Honap2023	700	North America	USA	Homo	Human	450	2059	Med_w_GUNC	SRS15300808	35.477	-97.105	Yes
known	1	ancient	SRS15300811.bin.r.6	I	E		I-E	42.7	94.33	0	98.4	0.06	211	211_1	1385948	97355	g__RGIG7111;s__	Ancient	5	16	Honap2023	700	North America	USA	Homo	Human	30	97355	High_w_GUNC	SRS15300811	35.477	-97.105	Yes
known	2	ancient	SRS15300811.bin.r.6	II	D		II-D	42.7	94.33	0	98.4	0.06	211	211_1	1385948	97355	g__RGIG7111;s__	Ancient	5	16	Honap2023	700	North America	USA	Homo	Human	30	97355	High_w_GUNC	SRS15300811	35.477	-97.105	Yes
known	2	ancient	SRS3078091.bin.r.6	II	D		II-D	42.4	94.33	1.77	99.39	0.19	211	211_1	1545174	85760	g__RGIG7111;s__	Ancient	6	21	Mann2018	1000	Europe	Ireland	Homo	Human	36	85760	High_w_GUNC	SRS3078091	54.005	-8.201	Yes
known	2	ancient	SRS3078097.bin.r.2	II	D		II-D	42.3	90.78	0.24	98.59	0.17	211	211_1	1482539	52789	g__RGIG7111;s__	Ancient	2	6	Mann2018	1000	Europe	Ireland	Homo	Human	57	52789	High_w_GUNC	SRS3078097	54.005	-8.201	Yes
known	1	ancient	SRS3078097.bin.r.2	I	C		I-C	42.3	90.78	0.24	98.59	0.17	211	211_1	1482539	52789	g__RGIG7111;s__	Ancient	2	6	Mann2018	1000	Europe	Ireland	Homo	Human	57	52789	High_w_GUNC	SRS3078097	54.005	-8.201	Yes
known	2	ancient	SRS3078111.bin.r.1	II	D		II-D	42.7	90.07	0	98.34	0.19	211	211_1	1357302	17042	g__RGIG7111;s__	Ancient	4	11	Mann2018	1000	Europe	Ireland	Homo	Human	122	17042	High_w_GUNC	SRS3078111	54.005	-8.201	Yes
known	2	ancient	SRS3078126.bin.r.2	II	D		II-D	42.8	91.84	0.78	97.03	0.32	211	211_1	1321461	17094	g__RGIG7111;s__	Ancient	3	7	Mann2018	1000	Europe	Ireland	Homo	Human	129	17094	High_w_GUNC	SRS3078126	54.005	-8.201	Yes
known	2	ancient	SRS3078131.bin.r.1	II	D		II-D	42.7	93.62	0.71	99.57	0.11	211	211_1	1341199	31685	g__RGIG7111;s__	Ancient	4	13	Mann2018	1000	Europe	Ireland	Homo	Human	55	31685	High_w_GUNC	SRS3078131	54.005	-8.201	Yes
known	2	ancient	SRS3078139.bin.r.2	II	D		II-D	42.8	91.13	0.71	95.6	0.19	211	211_1	1316430	20986	g__RGIG7111;s__	Ancient	6	21	Mann2018	1000	Europe	Ireland	Homo	Human	98	20986	High_w_GUNC	SRS3078139	54.005	-8.201	Yes
known	2	ancient	SRS3078156.bin.r.9	II	D		II-D	42.6	92.91	0.78	98.73	1.59	211	211_1	1427090	53355	g__RGIG7111;s__	Ancient	4	13	Mann2018	1000	Europe	Ireland	Homo	Human	61	53355	High_w_GUNC	SRS3078156	54.005	-8.201	Yes
known	2	ancient	SRS3078158.bin.r.4	II	A		II-A	42.4	95.04	1.65	100	0.85	211	211_1	1514144	55696	g__RGIG7111;s__	Ancient	4	13	Mann2018	1000	Europe	Ireland	Homo	Human	58	55696	High_w_GUNC	SRS3078158	54.005	-8.201	Yes
known	2	ancient	SRS3078158.bin.r.4	II	D		II-D	42.4	95.04	1.65	100	0.85	211	211_1	1514144	55696	g__RGIG7111;s__	Ancient	4	13	Mann2018	1000	Europe	Ireland	Homo	Human	58	55696	High_w_GUNC	SRS3078158	54.005	-8.201	Yes
known	2	ancient	SRS3078160.bin.r.4	II	D		II-D	42.6	92.2	0.02	98.76	0.73	211	211_1	1442417	24681	g__RGIG7111;s__	Ancient	2	2	Mann2018	300	Europe	The Netherlands	Homo	Human	95	24681	High_w_GUNC	SRS3078160	52.548	4.912	Yes
known	2	ancient	SRS3078163.bin.r.2	II	D		II-D	42.8	94.56	0	100	0.25	211	211_1	1301207	54529	g__RGIG7111;s__	Ancient	4	13	Mann2018	1000	Europe	Ireland	Homo	Human	38	54529	High_w_GUNC	SRS3078163	54.005	-8.201	Yes
known	2	ancient	SRS3078175.bin.r.3	II	D		II-D	42.8	91.26	0.26	94.65	0.27	211	211_1	1346677	12233	g__RGIG7111;s__	Ancient	5	16	Mann2018	700	North America	USA	Homo	Human	158	12233	High_w_GUNC	SRS3078175	40.23	-90.143	Yes
known	2	ancient	SRS3078195.bin.r.11	II	D		II-D	42.8	91.49	0	92.63	0.1	211	211_1	1309057	99608	g__RGIG7111;s__	Ancient	6	21	Mann2018	4400	Asia	Mongolia	Homo	Human	20	99608	High_w_GUNC	SRS3078195	49.66	99.61	Yes
known	1	ancient	SRS3078197.bin.r.1	I	E		I-E	43.1	92.2	0.71	98.48	0.14	211	211_1	1525016	52385	g__RGIG7111;s__	Ancient	4	13	Mann2018	1000	Europe	Ireland	Homo	Human	54	52385	High_w_GUNC	SRS3078197	54.005	-8.201	Yes
known	2	ancient	SRS3078197.bin.r.1	II	D		II-D	43.1	92.2	0.71	98.48	0.14	211	211_1	1525016	52385	g__RGIG7111;s__	Ancient	4	13	Mann2018	1000	Europe	Ireland	Homo	Human	54	52385	High_w_GUNC	SRS3078197	54.005	-8.201	Yes
known	2	ancient	SRS3078200.bin.r.2	II	D		II-D	42.6	93.62	0	97.33	0.42	211	211_1	1408876	34911	g__RGIG7111;s__	Ancient	4	12	Mann2018	800	Caribbean	Guadeloupe	Homo	Human	79	34911	High_w_GUNC	SRS3078200	16.254	-61.203	Yes
known	2	ancient	SRS3078204.bin.r.31	II	D		II-D	42.7	94.33	1.42	99.93	0.29	211	211_1	1547845	97096	g__RGIG7111;s__	Ancient	4	13	Mann2018	4700	Europe	Spain	Homo	Human	47	97096	High_w_GUNC	SRS3078204	38.102	-1.865	Yes
known	1	ancient	SRS3078204.bin.r.31	I	C		I-C	42.7	94.33	1.42	99.93	0.29	211	211_1	1547845	97096	g__RGIG7111;s__	Ancient	4	13	Mann2018	4700	Europe	Spain	Homo	Human	47	97096	High_w_GUNC	SRS3078204	38.102	-1.865	Yes
known	1	ancient	SRS4625245.bin.r.10	I	C		I-C	42.4	94.33	0.71	97.92	0.5	211	211_1	1568110	103446	g__RGIG7111;s__	Ancient	3	10	Ozga2019	100	Africa	Tanzania	Pan	Chimpanzee	37	103446	High_w_GUNC	SRS4625245	-4.69	29.62	Yes
known	2	ancient	SRS4625245.bin.r.10	II	D		II-D	42.4	94.33	0.71	97.92	0.5	211	211_1	1568110	103446	g__RGIG7111;s__	Ancient	3	10	Ozga2019	100	Africa	Tanzania	Pan	Chimpanzee	37	103446	High_w_GUNC	SRS4625245	-4.69	29.62	Yes
known	2	ancient	SRS4625248.bin.r.2	II	D		II-D	42.7	92.91	0.07	97.67	2.3	211	211_1	1378302	65675	g__RGIG7111;s__	Ancient	6	17	Ozga2019	100	Africa	Tanzania	Pan	Chimpanzee	46	65675	High_w_GUNC	SRS4625248	-4.69	29.62	Yes
known	1	ancient	SRS473746.bin.r.29	I	E		I-E	42.6	82.62	2.13	90.74	0.12	211	211_1	1292328	109223	g__RGIG7111;s__	Ancient	6	19	Warinner2014	900	Europe	Germany	Homo	Human	24	109223	Med_w_GUNC	SRS473746	51.565	8.84	Yes
known	2	ancient	SRS473746.bin.r.29	II	D		II-D	42.6	82.62	2.13	90.74	0.12	211	211_1	1292328	109223	g__RGIG7111;s__	Ancient	6	19	Warinner2014	900	Europe	Germany	Homo	Human	24	109223	Med_w_GUNC	SRS473746	51.565	8.84	Yes
known	2	ancient	SRS6212649.bin.r.11	II	D		II-D	42.4	92.2	0.71	98.92	0.02	211	211_1	1457638	101654	g__RGIG7111;s__	Ancient	5	15	Eisenhofer2020	230	Asia	Japan	Homo	Human	33	101654	High_w_GUNC	SRS6212649	35.713	139.767	Yes
known	2	ancient	SRS6212649.bin.r.11	II	A		II-A	42.4	92.2	0.71	98.92	0.02	211	211_1	1457638	101654	g__RGIG7111;s__	Ancient	5	15	Eisenhofer2020	230	Asia	Japan	Homo	Human	33	101654	High_w_GUNC	SRS6212649	35.713	139.767	Yes
known	2	ancient	SRS6212650.bin.r.1	II	D		II-D	42.6	92.91	0.38	95.27	0.16	211	211_1	1415918	34827	g__RGIG7111;s__	Ancient	6	21	Eisenhofer2020	230	Asia	Japan	Homo	Human	58	34827	High_w_GUNC	SRS6212650	35.71	139.78	Yes
known	1	ancient	SRS6212651.bin.r.4	I	E		I-E	42.3	94.33	0.71	99.46	0.17	211	211_1	1501409	106272	g__RGIG7111;s__	Ancient	5	15	Eisenhofer2020	230	Asia	Japan	Homo	Human	29	106272	High_w_GUNC	SRS6212651	35.71	139.78	Yes
known	2	ancient	SRS6212651.bin.r.4	II	D		II-D	42.3	94.33	0.71	99.46	0.17	211	211_1	1501409	106272	g__RGIG7111;s__	Ancient	5	15	Eisenhofer2020	230	Asia	Japan	Homo	Human	29	106272	High_w_GUNC	SRS6212651	35.71	139.78	Yes
known	2	ancient	SRS6212652.bin.r.4	II	A		II-A	42.5	94.33	0	99.3	0.19	211	211_1	1465556	65749	g__RGIG7111;s__	Ancient	6	21	Eisenhofer2020	230	Asia	Japan	Homo	Human	52	65749	High_w_GUNC	SRS6212652	35.71	139.78	Yes
known	2	ancient	SRS6212652.bin.r.4	II	D		II-D	42.5	94.33	0	99.3	0.19	211	211_1	1465556	65749	g__RGIG7111;s__	Ancient	6	21	Eisenhofer2020	230	Asia	Japan	Homo	Human	52	65749	High_w_GUNC	SRS6212652	35.71	139.78	Yes
known	2	ancient	SRS6212654.bin.r.2	II	D		II-D	42.8	94.33	0	97.94	0.36	211	211_1	1414289	80924	g__RGIG7111;s__	Ancient	6	21	Eisenhofer2020	230	Asia	Japan	Homo	Human	36	80924	High_w_GUNC	SRS6212654	35.71	139.78	Yes
known	1	ancient	SRS6212655.bin.r.6	I	E		I-E	42.3	94.33	0.71	100	0.48	211	211_1	1435890	103367	g__RGIG7111;s__	Ancient	5	15	Eisenhofer2020	230	Asia	Japan	Homo	Human	36	103367	High_w_GUNC	SRS6212655	35.71	139.78	Yes
known	2	ancient	SRS6212655.bin.r.6	II	D		II-D	42.3	94.33	0.71	100	0.48	211	211_1	1435890	103367	g__RGIG7111;s__	Ancient	5	15	Eisenhofer2020	230	Asia	Japan	Homo	Human	36	103367	High_w_GUNC	SRS6212655	35.71	139.78	Yes
known	2	ancient	SRS6212656.bin.r.4	II	D		II-D	42.9	89.88	0.95	94.34	0.07	211	211_1	1343317	7010	g__RGIG7111;s__	Ancient	5	15	Eisenhofer2020	2700	Asia	Japan	Homo	Human	263	7010	Med_w_GUNC	SRS6212656	34.64	137.14	Yes
known	2	ancient	SRS6212658.bin.r.3	II	D		II-D	42.7	94.33	0	99.17	0.13	211	211_1	1500731	112715	g__RGIG7111;s__	Ancient	5	15	Eisenhofer2020	2700	Asia	Japan	Homo	Human	46	112715	High_w_GUNC	SRS6212658	39.12	141.81	Yes
known	2	ancient	SRS6212660.bin.r.3	II	D		II-D	42.6	92.2	0	96.33	1.85	211	211_1	1487227	73802	g__RGIG7111;s__	Ancient	5	15	Eisenhofer2020	230	Asia	Japan	Homo	Human	54	73802	High_w_GUNC	SRS6212660	35.71	139.78	Yes
known	2	ancient	SRS6212661.bin.r.1	II	D		II-D	42.5	93.62	0	97.81	0.1	211	211_1	1463701	56917	g__RGIG7111;s__	Ancient	6	21	Eisenhofer2020	230	Asia	Japan	Homo	Human	44	56917	High_w_GUNC	SRS6212661	35.71	139.78	Yes
known	1	ancient	SRS6212661.bin.r.1	I	C		I-C	42.5	93.62	0	97.81	0.1	211	211_1	1463701	56917	g__RGIG7111;s__	Ancient	6	21	Eisenhofer2020	230	Asia	Japan	Homo	Human	44	56917	High_w_GUNC	SRS6212661	35.71	139.78	Yes
known	2	ancient	SRS6212663.bin.r.2	II	D		II-D	42.7	91.49	0.71	98.39	0.14	211	211_1	1332146	100640	g__RGIG7111;s__	Ancient	6	20	Eisenhofer2020	230	Asia	Japan	Homo	Human	26	100640	High_w_GUNC	SRS6212663	35.71	139.78	Yes
known	2	ancient	SRS7212798.bin.r.2	II	D		II-D	42.6	92.2	0	98.6	0.31	211	211_1	1540101	143221	g__RGIG7111;s__	Ancient	4	13	Jacobson2020	3000	Europe	Italy	Homo	Human	26	143221	High_w_GUNC	SRS7212798	40.544	8.321	Yes
known	1	ancient	SRS7890498.bin.r.2	I	E		I-E	42.5	70.35	2.72	81.9	3.53	211	211_1	970866	2306	g__RGIG7111;s__	Ancient	1	1	Weyrich2017	49000	Europe	Spain	Homo	Neanderthal	457	2306	Med_w_GUNC	SRS7890498	43.386	-5.328	Yes
known	1	ancient	SRS9263818.bin.r.3	I	E		I-E	41.6	51.83	5.09	55.45	5.67	211	211_1	859240	1931	g__RGIG7111;s__	Ancient	4	13	Modi2021	3400	Europe	Italy	Homo	Human	458	1931	Med_w_GUNC	SRS9263818	42.527	11.601	Yes
known	2	ancient	ERSX0005001.bin.r.34	II	D		II-D	42.8	94.33	0	98.32	0.25	211	211_1	1404684	97539	g__RGIG7111;s__	Ancient	1	1	This_study	55000	Asia	Russia	Homo	Neanderthal	39	97539	High_w_GUNC	ERSX0005001			Yes
known	2	non_industrial	CMC010.B.bin.r.43	II	D		II-D	43	88.65	0	97.8	0.07	211	211_1	1502474	52931	g__RGIG7111;s__	CMC	6	20	Velsko2023	7	Africa	Cameroon	Homo	Human	60	52931	Med_w_GUNC	CMC010	14	3.05	Yes
known	1	non_industrial	CMC010.B.bin.r.43	I	E		I-E	43	88.65	0	97.8	0.07	211	211_1	1502474	52931	g__RGIG7111;s__	CMC	6	20	Velsko2023	7	Africa	Cameroon	Homo	Human	60	52931	Med_w_GUNC	CMC010	14	3.05	Yes
known	2	non_industrial	CMC018.B.bin.r.71	II	D		II-D	43	85.82	0	95.74	0.09	211	211_1	1260789	52935	g__RGIG7111;s__	CMC	6	20	Velsko2023	7	Africa	Cameroon	Homo	Human	35	52935	Med_w_GUNC	CMC018	14	3.05	Yes
known	2	non_industrial	CMC022.B.bin.r.112	II	D		II-D	42.7	91.49	0	98.42	0.07	211	211_1	1381228	78182	g__RGIG7111;s__	CMC	6	21	Velsko2023	7	Africa	Cameroon	Homo	Human	29	61203	High_w_GUNC	CMC022	14	3.05	Yes
known	2	non_industrial	CMC023.A.bin.r.36	II	D		II-D	42.9	90.07	0	98.09	0.13	211	211_1	1527754	49216	g__RGIG7111;s__	CMC	6	20	Velsko2023	7	Africa	Cameroon	Homo	Human	49	49216	High_w_GUNC	CMC023	14	3.05	Yes
known	2	non_industrial	CMC024.B.bin.r.1	II	D		II-D	43.1	90.07	0	95.39	0.03	211	211_1	1346937	145638	g__RGIG7111;s__	CMC	6	17	Velsko2023	7	Africa	Cameroon	Homo	Human	30	98487	High_w_GUNC	CMC024	14	3.05	Yes
known	1	non_industrial	CMC026.B.bin.r.75	I	E		I-E	42.7	87.94	0	99.2	0.07	211	211_1	1283108	61264	g__RGIG7111;s__	CMC	6	19	Velsko2023	7	Africa	Cameroon	Homo	Human	41	46360	Med_w_GUNC	CMC026	14	3.05	Yes
known	2	non_industrial	CMC026.B.bin.r.75	II	D		II-D	42.7	87.94	0	99.2	0.07	211	211_1	1283108	61264	g__RGIG7111;s__	CMC	6	19	Velsko2023	7	Africa	Cameroon	Homo	Human	41	46360	Med_w_GUNC	CMC026	14	3.05	Yes
known	2	non_industrial	CMC035.B.bin.r.73	II	A		II-A	42.4	92.2	0.71	96.53	0.52	211	211_1	1450339	108844	g__RGIG7111;s__	CMC	6	20	Velsko2023	7	Africa	Cameroon	Homo	Human	26	104548	High_w_GUNC	CMC035	14	3.05	Yes
known	2	non_industrial	CMC035.B.bin.r.73	II	D		II-D	42.4	92.2	0.71	96.53	0.52	211	211_1	1450339	108844	g__RGIG7111;s__	CMC	6	20	Velsko2023	7	Africa	Cameroon	Homo	Human	26	104548	High_w_GUNC	CMC035	14	3.05	Yes
known	2	non_industrial	CMC038.A.bin.r.94	II	D		II-D	43.1	90.07	0	95.94	0.08	211	211_1	1367848	46611	g__RGIG7111;s__	CMC	6	20	Velsko2023	7	Africa	Cameroon	Homo	Human	50	46611	High_w_GUNC	CMC038	14	3.05	Yes
known	1	non_industrial	CMC038.A.bin.r.94	I	E		I-E	43.1	90.07	0	95.94	0.08	211	211_1	1367848	46611	g__RGIG7111;s__	CMC	6	20	Velsko2023	7	Africa	Cameroon	Homo	Human	50	46611	High_w_GUNC	CMC038	14	3.05	Yes
known	1	non_industrial	CMC038.B.bin.r.113	I	E		I-E	43	91.49	0	98.36	0.08	211	211_1	1389951	65302	g__RGIG7111;s__	CMC	6	20	Velsko2023	7	Africa	Cameroon	Homo	Human	38	65302	High_w_GUNC	CMC038	14	3.05	Yes
known	2	non_industrial	CMC038.B.bin.r.113	II	D		II-D	43	91.49	0	98.36	0.08	211	211_1	1389951	65302	g__RGIG7111;s__	CMC	6	20	Velsko2023	7	Africa	Cameroon	Homo	Human	38	65302	High_w_GUNC	CMC038	14	3.05	Yes
			CMC001.B.bin.r.58				none																										No
			CMC017.B.bin.r.90				none																										No
			CMC025.B.bin.r.89				none																										No
			ERS11702728.bin.r.2				none																										No
			ERS11702738.bin.r.6				none																										No
			ERS11702745.bin.r.1				none																										No
			ERS11702752.bin.r.1				none																										No
			ERS11702760.bin.r.4				none																										No
			ERS11702764.bin.r.2				none																										No
			ERS11702784.bin.r.4				none																										No
			ERS11702792.bin.r.3				none																										No
			ERS11702798.bin.r.3				none																										No
			ERS2985746.bin.r.1				none																										No
			ERS2985749.bin.r.10				none																										No
			ERS2985750.bin.r.6				none																										No
			ERS2985761.bin.r.8				none																										No
			ERS2985763.bin.r.4				none																										No
			ERS2985764.bin.r.1				none																										No
			ERS2985771.bin.r.3				none																										No
			ERS2985774.bin.r.4				none																										No
			ERS3395767.bin.r.9				none																										No
			ERS3774416.bin.r.1				none																										No
			ERS3774458.bin.r.5				none																										No
			ERS3774463.bin.r.5				none																										No
			ERS3774475.bin.r.2				none																										No
			ERS3774478.bin.r.2				none																										No
			ERS3774484.bin.r.4				none																										No
			ERS6205385.bin.r.3				none																										No
			ERS6205388.bin.r.5				none																										No
			ERS6205390.bin.r.1				none																										No
			ERS6205394.bin.r.1				none																										No
			ERS6205402.bin.r.3				none																										No
			ERS6256686.bin.r.3				none																										No
			ERS6256687.bin.r.19				none																										No
			ERS6256689.bin.r.10				none																										No
			ERS6256692.bin.r.6				none																										No
			ERS6256694.bin.r.5				none																										No
			ERS6256703.bin.r.5				none																										No
			ERS6256706.bin.r.10				none																										No
			ERS6256711.bin.r.8				none																										No
			ERS6256714.bin.r.8				none																										No
			ERS6256716.bin.r.10				none																										No
			ERS6256717.bin.r.3				none																										No
			ERS6256719.bin.r.10				none																										No
			ERS6256721.bin.r.2				none																										No
			ERS6256726.bin.r.12				none																										No
			ERS6256727.bin.r.9				none																										No
			ERS6636085.bin.r.1				none																										No
			ERS6636090.bin.r.1				none																										No
			ERSX0003002.bin.r.10				none																										No
			ERSX0004030.bin.r.5				none																										No
			ERSX0004033.bin.r.2				none																										No
			ERSX0004077.bin.r.4				none																										No
			ERSX0004087.bin.r.1				none																										No
			SRS11653539.bin.r.2				none																										No
			SRS11653582.bin.r.1				none																										No
			SRS11653583.bin.r.1				none																										No
			SRS11653589.bin.r.1				none																										No
			SRS11653590.bin.r.1				none																										No
			SRS11653591.bin.r.4				none																										No
			SRS11653593.bin.r.5				none																										No
			SRS11653594.bin.r.2				none																										No
			SRS11653610.bin.r.2				none																										No
			SRS15300807.bin.r.18				none																										No
			SRS3078087.bin.r.3				none																										No
			SRS3078155.bin.r.1				none																										No
			SRS3078181.bin.r.3				none																										No
			SRS3078183.bin.r.2				none																										No
			SRS3078192.bin.r.5				none																										No
			SRS3078198.bin.r.3				none																										No
			SRS3078201.bin.r.6				none																										No
			SRS4625244.bin.r.8				none																										No
			SRS473742.bin.r.1				none																										No
			SRS7212788.bin.r.6				none																										No
			SRS7212792.bin.r.3				none																										No
			SRS7212800.bin.r.4				none																										No
			SRS7212801.bin.r.2				none																										No
			SRS7212802.bin.r.4				none																										No
			SRS7967575.bin.r.3				none																										No
			SRS7967576.bin.r.4				none																										No
			SRS9263822.bin.r.8				none																										No
